session_id,customer_id,session_date,channel,device,page_views,add_to_cart,checkout,purchase,bounce_flag
232,,2025-06-20,Google Ads,Mobile,6,0,0,0,0
233,2791,2025-01-26,Affiliate,Mobile,13,0,0,0,0
234,,2025-07-04,Organic,Mobile,8,0,0,0,0
235,,2026-05-09,Email,Desktop,11,0,0,0,0
236,829,2026-03-19,Google Ads,Mobile,2,0,0,0,1
237,1,2025-01-16,Meta Ads,Mobile,10,1,0,0,0
238,,2025-01-30,Organic,Desktop,13,0,0,0,0
239,2882,2025-10-24,Influencer,Desktop,11,0,0,0,0
240,6830,2025-02-08,Influencer,Mobile,3,0,0,0,0
241,642,2025-08-16,Email,Mobile,11,0,0,0,0
242,,2026-03-11,Organic,Desktop,11,0,0,0,0
243,,2025-06-03,Affiliate,Desktop,13,1,1,0,0
244,7858,2025-08-20,Organic,Mobile,12,0,0,0,0
245,,2026-03-19,Organic,Mobile,1,0,0,0,1
246,3281,2025-05-12,Organic,Mobile,8,0,0,0,0
247,,2026-03-05,Organic,Mobile,6,1,0,0,0
248,,2026-05-05,Organic,Mobile,2,0,0,0,1
249,4674,2026-05-12,Email,Mobile,11,1,0,0,0
250,5940,2026-02-21,Email,Mobile,4,1,0,0,0
251,8377,2025-05-22,Influencer,Mobile,1,0,0,0,1
252,8225,2025-07-22,Organic,Desktop,7,1,0,0,0
253,478,2025-03-19,Influencer,Desktop,2,0,0,0,1
254,2508,2025-05-17,Email,Mobile,1,1,1,1,1
255,4278,2025-02-10,Email,Tablet,5,0,0,0,0
256,8609,2025-11-20,Affiliate,Mobile,2,0,0,0,1
257,,2025-03-03,Influencer,Desktop,4,1,0,0,0
258,3648,2026-04-22,Meta Ads,Mobile,4,0,0,0,0
259,8597,2025-04-08,Email,Mobile,8,0,0,0,0
260,3797,2025-03-20,Influencer,Mobile,11,0,0,0,0
261,,2026-05-09,Affiliate,Mobile,7,0,0,0,0
262,1680,2026-05-05,Email,Mobile,11,0,0,0,0
263,9277,2025-11-13,Affiliate,Mobile,2,1,0,0,1
264,9795,2026-03-25,Influencer,Mobile,12,0,0,0,0
265,6923,2026-01-23,Affiliate,Desktop,10,1,0,0,0
266,1609,2025-09-10,Influencer,Desktop,8,0,0,0,0
267,5903,2026-06-02,Meta Ads,Mobile,11,1,1,1,0
268,2816,2025-12-23,Google Ads,Mobile,2,0,0,0,1
269,7476,2026-05-11,Email,Mobile,4,0,0,0,0
270,3913,2025-02-17,Influencer,Desktop,11,0,0,0,0
271,2268,2026-03-30,Meta Ads,Mobile,2,1,0,0,1
272,3702,2025-08-15,Influencer,Mobile,9,0,0,0,0
273,7775,2026-02-04,Email,Desktop,11,0,0,0,0
274,2308,2026-05-12,Influencer,Desktop,13,1,0,0,0
275,3920,2026-04-29,Influencer,Desktop,12,0,0,0,0
276,1161,2026-02-04,Organic,Mobile,7,1,1,1,0
277,289,2025-08-01,Affiliate,Desktop,6,0,0,0,0
278,1485,2025-12-01,Affiliate,Desktop,3,0,0,0,0
279,2227,2025-09-14,Meta Ads,Desktop,3,0,0,0,0
280,6277,2025-01-23,Email,Mobile,9,1,1,1,0
281,4015,2026-06-22,Influencer,Mobile,2,1,1,0,1
282,3760,2025-12-19,Affiliate,Mobile,12,1,1,1,0
283,6951,2026-01-14,Email,Tablet,5,0,0,0,0
284,1144,2025-10-22,Influencer,Mobile,13,0,0,0,0
285,,2025-03-31,Google Ads,Mobile,4,0,0,0,0
286,9473,2025-11-08,Affiliate,Mobile,8,0,0,0,0
287,7344,2025-08-05,Meta Ads,Mobile,4,0,0,0,0
288,1537,2026-06-12,Email,Tablet,7,0,0,0,0
289,8957,2025-07-28,Meta Ads,Mobile,12,0,0,0,0
290,5034,2025-01-10,Google Ads,Desktop,11,0,0,0,0
291,6540,2025-07-28,Affiliate,Mobile,5,0,0,0,0
292,4200,2025-12-29,Email,Desktop,13,0,0,0,0
293,2815,2026-02-27,Google Ads,Desktop,5,0,0,0,0
294,993,2025-10-24,Organic,Mobile,5,0,0,0,0
295,9556,2025-12-14,Google Ads,Mobile,11,0,0,0,0
296,5407,2025-08-27,Google Ads,Mobile,1,0,0,0,1
297,4251,2025-11-24,Email,Desktop,3,0,0,0,0
298,4886,2025-06-11,Organic,Mobile,13,0,0,0,0
299,9458,2025-11-20,Organic,Desktop,10,0,0,0,0
300,142,2025-07-10,Google Ads,Mobile,9,0,0,0,0
301,4082,2025-08-17,Affiliate,Mobile,10,0,0,0,0
302,1073,2026-02-28,Google Ads,Mobile,9,0,0,0,0
303,7523,2026-03-02,Meta Ads,Mobile,1,0,0,0,1
304,9161,2025-03-04,Influencer,Mobile,2,0,0,0,1
305,2905,2025-11-30,Google Ads,Tablet,6,0,0,0,0
306,2856,2025-09-09,Influencer,Desktop,8,0,0,0,0
307,5410,2025-04-12,Email,Tablet,12,0,0,0,0
308,,2025-06-03,Influencer,Desktop,2,0,0,0,1
309,,2025-10-29,Organic,Desktop,12,1,1,0,0
310,,2026-04-24,Email,Mobile,10,0,0,0,0
311,2623,2026-04-09,Affiliate,Desktop,10,1,1,1,0
312,6636,2025-03-07,Affiliate,Desktop,8,0,0,0,0
313,,2025-03-08,Organic,Mobile,11,1,0,0,0
314,4096,2026-04-28,Influencer,Mobile,3,1,1,1,0
315,8424,2026-05-26,Meta Ads,Mobile,2,0,0,0,1
316,,2025-03-05,Organic,Mobile,12,0,0,0,0
317,4051,2025-10-13,Organic,Mobile,13,0,0,0,0
318,7624,2025-08-18,Organic,Mobile,13,0,0,0,0
319,9471,2025-02-11,Google Ads,Mobile,3,1,1,1,0
320,1987,2026-04-24,Meta Ads,Desktop,2,0,0,0,1
321,1461,2025-09-24,Organic,Mobile,12,0,0,0,0
322,,2025-05-07,Organic,Desktop,5,0,0,0,0
323,3318,2026-05-02,Organic,Desktop,3,0,0,0,0
324,4768,2025-12-09,Meta Ads,Desktop,5,0,0,0,0
325,4062,2025-10-28,Meta Ads,Mobile,7,0,0,0,0
326,8674,2025-12-05,Organic,Desktop,7,0,0,0,0
327,9638,2025-11-18,Google Ads,Mobile,8,1,0,0,0
328,1623,2025-03-13,Google Ads,Tablet,7,0,0,0,0
329,8712,2025-11-17,Google Ads,Tablet,6,0,0,0,0
330,731,2025-12-25,Email,Mobile,4,0,0,0,0
331,9985,2025-03-11,Meta Ads,Desktop,13,0,0,0,0
332,,2025-03-07,Organic,Desktop,6,1,1,0,0
333,2548,2025-01-31,Influencer,Desktop,7,0,0,0,0
334,2855,2025-11-18,Google Ads,Mobile,6,0,0,0,0
335,848,2025-01-28,Affiliate,Mobile,11,1,1,1,0
336,859,2025-08-15,Affiliate,Desktop,11,1,0,0,0
337,,2026-01-09,Organic,Mobile,7,0,0,0,0
338,,2025-03-20,Influencer,Mobile,9,0,0,0,0
339,,2025-10-25,Email,Mobile,10,0,0,0,0
340,6489,2026-05-17,Google Ads,Desktop,8,0,0,0,0
341,1699,2026-02-04,Affiliate,Desktop,10,0,0,0,0
342,,2025-07-13,Affiliate,Mobile,12,0,0,0,0
343,8060,2026-02-10,Affiliate,Desktop,11,1,0,0,0
344,,2026-05-04,Email,Desktop,5,0,0,0,0
345,,2026-04-11,Email,Desktop,11,0,0,0,0
346,8530,2025-01-07,Email,Mobile,6,0,0,0,0
347,2224,2025-09-19,Meta Ads,Desktop,9,0,0,0,0
348,3781,2025-08-21,Email,Desktop,6,1,0,0,0
349,7600,2025-07-31,Influencer,Mobile,3,1,0,0,0
350,,2025-04-21,Meta Ads,Mobile,5,0,0,0,0
351,6548,2025-04-04,Email,Mobile,10,0,0,0,0
352,530,2025-03-09,Email,Mobile,8,0,0,0,0
353,,2025-03-24,Affiliate,Mobile,7,0,0,0,0
354,4563,2025-08-12,Affiliate,Mobile,1,0,0,0,1
355,,2026-01-23,Email,Mobile,3,1,0,0,0
356,633,2026-03-29,Meta Ads,Mobile,13,0,0,0,0
357,9816,2025-09-12,Google Ads,Mobile,11,0,0,0,0
358,2608,2026-05-17,Email,Desktop,2,1,0,0,1
359,7714,2025-05-28,Email,Mobile,12,0,0,0,0
360,403,2025-11-11,Google Ads,Mobile,4,1,1,0,0
361,4712,2026-03-29,Affiliate,Mobile,2,0,0,0,1
362,4867,2025-10-05,Organic,Mobile,3,1,0,0,0
363,6406,2026-06-14,Influencer,Desktop,6,0,0,0,0
364,,2025-07-09,Meta Ads,Mobile,1,0,0,0,1
365,3962,2025-10-13,Organic,Mobile,13,0,0,0,0
366,713,2025-06-05,Influencer,Desktop,6,0,0,0,0
367,4436,2026-05-14,Google Ads,Desktop,11,1,0,0,0
368,,2026-06-05,Google Ads,Mobile,13,1,1,1,0
369,7020,2025-12-03,Influencer,Desktop,12,0,0,0,0
370,1412,2025-02-18,Affiliate,Mobile,8,0,0,0,0
371,,2025-12-15,Email,Mobile,2,0,0,0,1
372,3691,2026-02-28,Influencer,Desktop,10,0,0,0,0
373,8071,2025-09-21,Email,Desktop,9,0,0,0,0
374,5658,2026-04-08,Meta Ads,Tablet,4,0,0,0,0
375,3883,2026-01-18,Meta Ads,Mobile,13,0,0,0,0
376,,2025-01-16,Meta Ads,Mobile,12,0,0,0,0
377,4281,2025-01-26,Affiliate,Desktop,1,1,0,0,1
378,,2026-02-28,Meta Ads,Mobile,3,0,0,0,0
379,1632,2026-06-26,Google Ads,Mobile,10,0,0,0,0
380,,2025-03-01,Organic,Desktop,3,0,0,0,0
381,6077,2025-04-06,Influencer,Mobile,4,0,0,0,0
382,9766,2025-05-18,Affiliate,Desktop,5,0,0,0,0
383,4653,2025-02-04,Google Ads,Desktop,4,0,0,0,0
384,4382,2026-02-18,Influencer,Mobile,5,0,0,0,0
385,,2025-04-01,Email,Mobile,7,0,0,0,0
386,4560,2026-04-12,Meta Ads,Desktop,1,0,0,0,1
387,1099,2025-11-01,Google Ads,Mobile,11,0,0,0,0
388,9995,2025-02-05,Google Ads,Mobile,9,0,0,0,0
389,3249,2025-09-13,Google Ads,Mobile,9,0,0,0,0
390,5506,2026-01-21,Meta Ads,Tablet,7,1,1,0,0
391,7837,2025-10-15,Google Ads,Mobile,13,0,0,0,0
392,5347,2025-02-20,Affiliate,Tablet,3,0,0,0,0
393,,2025-01-07,Meta Ads,Desktop,4,0,0,0,0
394,,2026-04-23,Affiliate,Mobile,6,0,0,0,0
395,4016,2025-07-01,Email,Desktop,9,0,0,0,0
396,,2025-02-14,Google Ads,Mobile,2,1,0,0,1
397,,2026-06-29,Google Ads,Mobile,5,0,0,0,0
398,8396,2026-04-30,Meta Ads,Desktop,4,0,0,0,0
399,8396,2025-11-30,Email,Desktop,10,0,0,0,0
400,1045,2025-06-30,Google Ads,Mobile,6,1,0,0,0
401,4891,2025-08-22,Affiliate,Mobile,5,0,0,0,0
402,5459,2025-11-05,Influencer,Mobile,1,0,0,0,1
403,,2025-10-22,Affiliate,Mobile,3,0,0,0,0
404,6989,2025-12-27,Email,Mobile,2,0,0,0,1
405,3925,2025-09-21,Influencer,Mobile,4,0,0,0,0
406,2865,2025-05-16,Organic,Desktop,9,0,0,0,0
407,9590,2025-06-10,Influencer,Mobile,1,0,0,0,1
408,2945,2025-06-17,Meta Ads,Mobile,2,1,1,1,1
409,4382,2025-11-10,Google Ads,Mobile,7,0,0,0,0
410,5570,2025-06-01,Google Ads,Mobile,13,0,0,0,0
411,,2025-04-03,Influencer,Mobile,13,0,0,0,0
412,5038,2025-08-20,Meta Ads,Desktop,5,1,0,0,0
413,3462,2025-05-13,Affiliate,Desktop,2,0,0,0,1
414,8452,2026-06-16,Influencer,Mobile,7,1,1,1,0
415,,2026-01-03,Influencer,Mobile,2,0,0,0,1
416,1773,2025-01-06,Email,Mobile,2,0,0,0,1
417,,2025-10-15,Organic,Mobile,13,0,0,0,0
418,6582,2025-08-08,Email,Mobile,10,0,0,0,0
419,9342,2025-12-19,Google Ads,Mobile,4,0,0,0,0
420,1695,2025-09-07,Email,Mobile,8,0,0,0,0
421,1376,2025-12-21,Organic,Desktop,1,0,0,0,1
422,,2026-04-10,Google Ads,Mobile,3,0,0,0,0
423,3927,2026-03-18,Affiliate,Mobile,8,1,1,0,0
424,8407,2025-03-08,Meta Ads,Mobile,10,1,0,0,0
425,8360,2025-07-03,Organic,Desktop,13,0,0,0,0
426,,2025-06-06,Google Ads,Desktop,3,0,0,0,0
427,1525,2025-01-07,Organic,Mobile,5,1,1,1,0
428,6909,2026-01-25,Meta Ads,Mobile,3,0,0,0,0
429,4551,2025-03-31,Organic,Mobile,6,1,1,1,0
430,,2026-01-08,Google Ads,Mobile,4,0,0,0,0
431,413,2025-01-10,Meta Ads,Mobile,13,0,0,0,0
432,1620,2025-05-13,Meta Ads,Desktop,9,0,0,0,0
433,4122,2025-10-23,Email,Desktop,13,0,0,0,0
434,42,2025-02-19,Email,Mobile,8,0,0,0,0
435,4425,2025-03-25,Meta Ads,Mobile,2,0,0,0,1
436,2005,2025-02-10,Email,Desktop,6,1,1,1,0
437,5061,2025-07-01,Google Ads,Mobile,7,0,0,0,0
438,1946,2026-01-23,Influencer,Desktop,4,0,0,0,0
439,7613,2026-05-14,Google Ads,Mobile,8,1,0,0,0
440,2264,2025-11-29,Affiliate,Desktop,5,0,0,0,0
