order_id,customer_id,order_date,order_status,quantity,selling_price,discount_pct,revenue
79,6753,2026-06-18,Delivered,1,5141.72,0.1,5141.72
80,7205,2026-05-24,Delivered,1,1502.42,0.0,1502.42
81,2761,2025-04-17,Returned,1,2852.96,0.2,2852.96
82,2627,2025-11-08,Delivered,1,1143.22,0.1,1143.22
83,3303,2026-03-19,Delivered,1,6467.55,0.2,6467.55
84,2694,2026-04-05,Cancelled,3,7612.97,0.1,22838.91
85,7012,2025-07-21,Delivered,2,4035.65,0.15,8071.3
86,1534,2025-10-26,Delivered,2,4401.86,0.0,8803.72
87,7337,2025-03-21,Delivered,2,5006.71,0.05,10013.42
88,1472,2025-05-18,Cancelled,2,5231.95,0.05,10463.9
89,5363,2025-05-20,Delivered,3,12702.32,0.0,38106.96
90,2927,2025-06-05,Delivered,3,8601.29,0.15,25803.87
91,7364,2025-08-06,Cancelled,2,6410.29,0.15,12820.58
92,2868,2026-01-10,Delivered,3,9155.82,0.1,27467.46
93,8420,2026-05-06,Cancelled,1,1389.39,0.1,1389.39
94,8749,2025-11-13,Delivered,3,7787.25,0.15,23361.75
95,5089,2025-09-18,Delivered,1,4134.64,0.0,4134.64
96,235,2026-01-19,Delivered,1,5598.11,0.1,5598.11
97,6956,2025-12-01,Delivered,3,4294.21,0.2,12882.63
98,6831,2025-09-01,Delivered,3,6470.87,0.2,19412.61
99,123,2025-01-19,Delivered,3,2843.32,0.2,8529.96
100,5633,2025-10-23,Delivered,1,6543.9,0.2,6543.9
101,293,2025-02-04,Delivered,2,6974.86,0.1,13949.72
102,2474,2025-11-29,Delivered,2,6439.81,0.0,12879.62
103,6028,2026-05-27,Delivered,2,6125.87,0.0,12251.74
104,4636,2026-03-11,Cancelled,1,6301.3,0.1,6301.3
105,6358,2026-04-02,Delivered,1,334.45,0.1,334.45
106,4158,2025-09-09,Delivered,3,2061.38,0.1,6184.14
107,2938,2025-09-24,Returned,2,784.56,0.0,1569.12
108,696,2025-10-14,Returned,1,6495.54,0.1,6495.54
109,6177,2025-04-20,Delivered,2,1888.73,0.0,3777.46
110,5418,2026-06-19,Delivered,2,5501.78,0.05,11003.56
111,1018,2025-01-22,Delivered,3,1918.63,0.0,5755.89
112,1154,2026-06-24,Returned,3,6547.46,0.1,19642.38
113,7694,2026-06-16,Delivered,1,815.34,0.15,815.34
114,8268,2026-05-28,Returned,1,2890.12,0.2,2890.12
115,3531,2025-01-04,Returned,2,1485.36,0.2,2970.72
116,9791,2026-06-05,Returned,1,2677.68,0.1,2677.68
117,5715,2025-05-10,Delivered,1,4377.33,0.0,4377.33
118,5474,2025-05-23,Delivered,1,5760.15,0.15,5760.15
119,9793,2026-01-08,Delivered,3,2397.79,0.2,7193.37
120,6145,2025-08-05,Delivered,1,7337.74,0.0,7337.74
121,5166,2026-05-27,Returned,3,7274.57,0.1,21823.71
122,1239,2025-09-28,Cancelled,2,8808.42,0.0,17616.84
123,5267,2025-03-05,Delivered,2,6901.5,0.15,13803.0
124,3274,2025-05-11,Returned,1,7731.41,0.15,7731.41
125,1032,2026-02-26,Delivered,1,3483.61,0.15,3483.61
126,5333,2025-11-10,Delivered,2,1996.08,0.1,3992.16
127,444,2025-06-30,Cancelled,2,5198.85,0.2,10397.7
128,9280,2025-04-30,Delivered,3,603.89,0.2,1811.67
129,9227,2026-01-06,Delivered,1,4032.93,0.05,4032.93
130,7238,2025-05-26,Delivered,3,7553.92,0.1,22661.76
131,8665,2025-02-22,Returned,2,8301.96,0.1,16603.92
132,8264,2025-10-31,Delivered,1,1808.57,0.0,1808.57
133,8105,2026-04-17,Delivered,1,3028.36,0.25,3028.36
134,1255,2025-06-18,Delivered,2,8847.66,0.25,17695.32
135,9943,2026-01-21,Cancelled,1,5093.58,0.15,5093.58
136,2351,2025-09-01,Delivered,2,4857.09,0.1,9714.18
137,969,2026-06-05,Returned,1,6539.86,0.0,6539.86
138,8781,2025-11-27,Delivered,3,9933.62,0.05,29800.86
139,7658,2025-10-01,Cancelled,2,7035.92,0.15,14071.84
140,5993,2025-05-05,Delivered,1,2454.92,0.15,2454.92
141,1119,2026-04-29,Delivered,2,6451.81,0.15,12903.62
142,3185,2025-01-25,Delivered,2,1107.95,0.0,2215.9
143,6348,2025-10-22,Cancelled,3,2364.02,0.1,7092.06
144,7037,2025-05-26,Returned,1,6544.48,0.1,6544.48
145,7180,2025-10-07,Returned,2,5183.5,0.05,10367.0
146,2495,2026-06-20,Delivered,1,7810.21,0.1,7810.21
147,6936,2025-02-21,Delivered,1,5676.51,0.25,5676.51
148,1110,2025-01-29,Delivered,1,4148.52,0.1,4148.52
149,2649,2026-03-20,Cancelled,1,7678.64,0.25,7678.64
150,175,2026-01-16,Delivered,1,6537.37,0.0,6537.37
151,8834,2025-08-13,Returned,1,8266.79,0.15,8266.79
152,3679,2025-05-02,Delivered,2,12199.88,0.0,24399.76
153,5661,2025-11-24,Delivered,1,9093.47,0.2,9093.47
154,102,2025-05-21,Returned,1,3937.26,0.1,3937.26
155,9135,2025-12-21,Delivered,1,8917.6,0.0,8917.6
156,3995,2025-08-09,Delivered,1,5247.9,0.05,5247.9
157,4447,2026-02-27,Delivered,1,4093.22,0.1,4093.22
158,3583,2025-12-25,Returned,1,2177.02,0.1,2177.02
159,3430,2025-11-10,Delivered,1,5740.35,0.05,5740.35
160,3069,2025-02-23,Delivered,2,700.43,0.1,1400.86
161,8987,2025-12-04,Returned,2,8340.24,0.2,16680.48
162,793,2026-01-16,Delivered,2,4705.17,0.15,9410.34
163,8158,2025-10-11,Returned,1,8788.06,0.2,8788.06
164,2553,2025-11-20,Delivered,2,6039.88,0.0,12079.76
165,861,2025-12-01,Delivered,1,5793.17,0.2,5793.17
166,8725,2025-05-08,Delivered,1,3766.9,0.25,3766.9
167,4387,2025-08-31,Returned,2,5111.65,0.0,10223.3
168,9042,2025-03-10,Delivered,3,1098.34,0.0,3295.02
169,758,2026-02-28,Delivered,2,6440.94,0.25,12881.88
170,723,2025-03-21,Cancelled,2,9448.06,0.0,18896.12
171,8702,2026-03-18,Delivered,2,7397.65,0.0,14795.3
172,2534,2025-12-13,Delivered,1,3974.75,0.25,3974.75
173,4784,2025-10-09,Delivered,2,2945.27,0.1,5890.54
174,1642,2025-10-03,Delivered,1,7985.71,0.1,7985.71
175,2616,2025-03-21,Delivered,3,3607.42,0.25,10822.26
176,5775,2025-12-22,Delivered,2,7639.94,0.25,15279.88
177,703,2025-07-23,Cancelled,1,7171.24,0.1,7171.24
178,7707,2026-03-04,Delivered,3,6196.53,0.15,18589.59
179,2931,2026-04-03,Delivered,2,3924.67,0.2,7849.34
180,9099,2026-05-15,Delivered,2,1764.25,0.05,3528.5
181,3648,2026-05-15,Delivered,1,6594.47,0.1,6594.47
182,7217,2026-02-20,Cancelled,1,6111.28,0.0,6111.28
183,9705,2025-05-26,Delivered,1,5204.46,0.0,5204.46
184,6542,2025-05-30,Returned,1,4783.86,0.0,4783.86
185,9902,2026-05-28,Delivered,1,6887.17,0.2,6887.17
186,7159,2026-06-10,Delivered,1,7262.35,0.05,7262.35
187,4629,2025-05-31,Delivered,2,9383.29,0.1,18766.58
188,9837,2025-12-20,Delivered,2,5426.86,0.15,10853.72
189,9139,2026-05-16,Returned,3,5529.6,0.25,16588.8
190,9324,2026-04-07,Delivered,1,6424.36,0.0,6424.36
191,7988,2026-05-25,Delivered,1,4818.83,0.1,4818.83
192,977,2025-07-11,Cancelled,1,479.39,0.25,479.39
193,7695,2025-10-03,Returned,1,8718.95,0.05,8718.95
194,2280,2025-11-23,Returned,2,5283.45,0.2,10566.9
195,2689,2026-06-03,Delivered,2,5293.01,0.1,10586.02
196,7792,2026-06-20,Delivered,1,6422.03,0.1,6422.03
197,7426,2025-10-27,Delivered,3,1249.42,0.1,3748.26
198,747,2026-04-10,Delivered,3,9013.34,0.15,27040.02
199,9911,2025-07-26,Delivered,1,1392.29,0.15,1392.29
200,6884,2025-11-26,Delivered,3,1788.34,0.0,5365.02
201,8400,2026-03-18,Delivered,2,3877.08,0.15,7754.16
202,9039,2026-04-29,Delivered,1,4825.93,0.25,4825.93
203,5422,2025-03-01,Returned,3,8019.0,0.05,24057.0
204,3328,2025-02-09,Delivered,2,6614.67,0.0,13229.34
205,10,2025-04-29,Delivered,1,1306.44,0.1,1306.44
206,7203,2025-02-25,Cancelled,1,1439.26,0.1,1439.26
207,3768,2025-04-27,Cancelled,1,8904.79,0.15,8904.79
208,4200,2026-06-02,Returned,1,8258.65,0.0,8258.65
209,6542,2025-12-06,Delivered,1,2398.08,0.1,2398.08
210,4159,2025-02-22,Cancelled,1,2463.12,0.1,2463.12
211,1386,2026-01-22,Delivered,2,7343.15,0.0,14686.3
212,8704,2026-05-27,Delivered,1,8296.97,0.0,8296.97
213,4057,2026-04-02,Delivered,1,1189.26,0.1,1189.26
214,7198,2026-04-12,Delivered,1,7008.26,0.0,7008.26
215,7104,2026-05-06,Cancelled,1,8714.21,0.05,8714.21
216,2493,2026-02-14,Returned,2,2467.87,0.05,4935.74
217,8914,2026-04-22,Cancelled,1,4547.63,0.1,4547.63
218,9888,2026-03-11,Delivered,3,5703.86,0.1,17111.58
219,7015,2026-01-07,Delivered,2,8506.15,0.0,17012.3
220,8502,2025-04-19,Delivered,2,7366.24,0.0,14732.48
221,6107,2026-05-14,Returned,2,10267.83,0.0,20535.66
222,3083,2025-02-18,Delivered,1,11369.84,0.05,11369.84
223,2260,2025-05-31,Cancelled,1,6264.53,0.2,6264.53
224,9429,2026-01-29,Delivered,2,3195.77,0.1,6391.54
225,6710,2026-01-31,Cancelled,3,9333.49,0.15,28000.47
226,4851,2026-04-27,Delivered,1,5275.17,0.15,5275.17
227,8385,2025-02-11,Delivered,1,1971.67,0.1,1971.67
228,5616,2026-03-06,Delivered,1,7416.83,0.15,7416.83
229,4379,2025-03-10,Delivered,1,8890.6,0.0,8890.6
230,598,2025-11-28,Delivered,2,1659.35,0.15,3318.7
231,8891,2025-05-04,Delivered,2,6566.79,0.15,13133.58
232,711,2025-11-06,Delivered,1,4617.2,0.0,4617.2
233,3388,2025-02-25,Delivered,3,1418.53,0.0,4255.59
234,6025,2025-01-19,Delivered,1,3658.93,0.2,3658.93
235,6327,2026-06-11,Delivered,3,4186.72,0.2,12560.16
236,6491,2025-10-06,Returned,2,6982.14,0.25,13964.28
237,8413,2025-09-12,Delivered,2,6418.34,0.0,12836.68
238,5116,2025-08-03,Cancelled,3,1914.75,0.05,5744.25
239,8878,2026-05-10,Delivered,1,3505.51,0.1,3505.51
240,5830,2026-03-03,Delivered,1,5999.86,0.1,5999.86
241,4684,2025-09-17,Delivered,1,6575.12,0.0,6575.12
242,3858,2025-03-08,Delivered,1,7031.06,0.1,7031.06
243,4607,2026-01-17,Delivered,2,11552.83,0.0,23105.66
244,4745,2025-04-22,Delivered,1,3720.29,0.05,3720.29
245,9454,2025-06-25,Delivered,2,626.05,0.15,1252.1
246,1661,2025-12-27,Delivered,1,9854.79,0.25,9854.79
247,4665,2026-06-03,Delivered,1,2656.18,0.1,2656.18
248,1246,2025-05-01,Delivered,2,2159.52,0.25,4319.04
249,34,2025-01-20,Delivered,3,1915.76,0.1,5747.28
250,4546,2025-08-20,Delivered,3,413.19,0.1,1239.57
251,4848,2026-01-16,Returned,2,5862.24,0.05,11724.48
252,2932,2025-12-25,Delivered,1,2490.0,0.2,2490.0
253,6043,2026-06-02,Delivered,3,6023.72,0.0,18071.16
254,163,2025-04-24,Delivered,2,1317.39,0.15,2634.78
255,7438,2026-03-06,Delivered,1,3728.92,0.0,3728.92
256,4166,2026-02-26,Delivered,2,9844.36,0.0,19688.72
257,792,2026-03-28,Delivered,1,7928.71,0.05,7928.71
258,9298,2026-05-07,Delivered,1,5717.94,0.1,5717.94
259,5754,2025-06-13,Delivered,1,933.47,0.2,933.47
260,4721,2025-06-18,Returned,3,871.36,0.05,2614.08
261,6111,2025-09-04,Delivered,2,8345.19,0.0,16690.38
262,5513,2025-07-10,Delivered,2,4592.96,0.15,9185.92
263,6797,2025-03-16,Delivered,1,11854.14,0.05,11854.14
264,7269,2025-06-29,Delivered,3,3625.47,0.1,10876.41
265,2724,2025-07-25,Delivered,2,6400.23,0.05,12800.46
266,6458,2025-01-05,Delivered,1,4814.28,0.0,4814.28
267,7667,2026-02-14,Cancelled,3,4237.04,0.0,12711.12
268,1388,2026-03-01,Returned,2,1065.34,0.25,2130.68
269,7895,2025-03-14,Delivered,1,2097.99,0.25,2097.99
270,3475,2026-06-04,Delivered,1,7351.59,0.1,7351.59
271,1372,2026-01-30,Delivered,3,8252.42,0.0,24757.26
272,7103,2026-01-17,Delivered,2,4577.82,0.05,9155.64
273,7722,2026-02-22,Returned,1,4947.63,0.2,4947.63
274,5549,2026-03-18,Returned,1,10241.17,0.0,10241.17
275,6164,2025-08-08,Cancelled,2,536.64,0.2,1073.28
276,4532,2025-10-07,Cancelled,2,3529.36,0.15,7058.72
277,4366,2025-11-29,Delivered,1,3255.64,0.15,3255.64
278,3262,2025-04-15,Returned,2,6962.05,0.0,13924.1
279,7792,2025-02-03,Cancelled,1,3402.36,0.15,3402.36
280,4893,2026-01-28,Delivered,1,2680.87,0.1,2680.87
281,1275,2025-05-17,Delivered,2,1185.26,0.0,2370.52
282,2411,2025-06-13,Cancelled,1,5445.65,0.05,5445.65
283,3574,2025-02-26,Cancelled,1,5290.28,0.05,5290.28
284,7457,2025-09-08,Returned,3,8148.08,0.15,24444.24
285,8929,2025-11-06,Delivered,3,4839.45,0.0,14518.35
286,1664,2026-05-06,Delivered,3,2274.55,0.0,6823.65
287,1433,2025-09-25,Returned,1,4924.42,0.0,4924.42
288,5201,2025-07-23,Cancelled,2,7575.03,0.15,15150.06
289,9279,2026-03-09,Delivered,1,3059.04,0.25,3059.04
290,2888,2025-06-07,Delivered,3,3878.41,0.25,11635.23
291,6293,2025-01-07,Delivered,2,13050.86,0.1,26101.72
292,7225,2025-01-18,Delivered,2,10426.78,0.15,20853.56
293,68,2026-04-06,Delivered,1,4640.69,0.2,4640.69
294,3647,2026-01-18,Delivered,1,1772.69,0.25,1772.69
295,1556,2025-04-09,Delivered,1,4094.7,0.2,4094.7
296,9885,2025-04-28,Cancelled,1,1729.91,0.2,1729.91
297,522,2026-04-02,Delivered,1,8596.21,0.2,8596.21
298,1311,2025-12-15,Returned,1,2285.22,0.1,2285.22
299,7722,2025-09-20,Returned,2,1042.07,0.1,2084.14
300,1588,2025-07-19,Cancelled,1,6974.48,0.2,6974.48
301,2543,2025-07-27,Delivered,2,8910.43,0.2,17820.86
302,5544,2026-03-06,Cancelled,3,4468.09,0.1,13404.27
303,5698,2025-04-18,Delivered,1,9952.62,0.15,9952.62
304,9978,2026-04-30,Delivered,1,2655.08,0.15,2655.08
305,8507,2025-05-10,Delivered,2,3866.24,0.1,7732.48
306,8377,2025-05-09,Returned,1,6869.86,0.2,6869.86
307,9022,2025-07-25,Delivered,1,3316.03,0.0,3316.03
308,5580,2026-03-08,Returned,2,3775.76,0.0,7551.52
309,8410,2025-01-03,Delivered,1,2760.28,0.1,2760.28
310,7076,2025-03-25,Delivered,1,6416.98,0.25,6416.98
311,5028,2025-07-24,Delivered,1,3747.03,0.1,3747.03
312,9373,2025-03-18,Delivered,2,10757.97,0.15,21515.94
313,1427,2025-07-28,Cancelled,1,7004.72,0.15,7004.72
314,3837,2025-08-22,Delivered,2,7574.76,0.2,15149.52
315,3476,2025-12-04,Delivered,1,3153.42,0.1,3153.42
316,5430,2025-06-26,Cancelled,3,9933.7,0.1,29801.1
317,3349,2025-10-21,Returned,1,3097.37,0.25,3097.37
318,4244,2026-06-23,Delivered,2,5873.83,0.2,11747.66
319,9907,2025-09-09,Delivered,2,11780.23,0.0,23560.46
320,7515,2026-03-15,Delivered,1,942.13,0.2,942.13
321,8069,2025-05-30,Delivered,2,7168.3,0.25,14336.6
322,3519,2026-05-01,Delivered,1,5323.11,0.25,5323.11
323,3226,2025-11-06,Cancelled,2,6275.97,0.15,12551.94
324,5150,2025-03-16,Delivered,2,11227.33,0.1,22454.66
325,4127,2026-05-09,Delivered,1,3308.18,0.05,3308.18
326,6514,2026-01-25,Delivered,1,3507.3,0.1,3507.3
327,2717,2025-07-06,Delivered,1,6695.07,0.15,6695.07
328,1415,2025-11-26,Delivered,1,1388.47,0.0,1388.47
329,4035,2026-06-01,Delivered,2,8242.9,0.1,16485.8
330,8207,2025-02-24,Returned,1,5230.64,0.1,5230.64
331,803,2025-01-22,Delivered,1,4750.76,0.05,4750.76
332,835,2026-03-09,Delivered,3,4707.65,0.25,14122.95
333,8351,2025-06-06,Cancelled,1,6107.02,0.25,6107.02
334,3809,2026-04-11,Delivered,2,392.06,0.05,784.12
335,5325,2026-02-25,Returned,2,7082.88,0.15,14165.76
336,7659,2026-05-14,Delivered,1,3458.25,0.1,3458.25
337,6051,2026-02-18,Cancelled,3,3416.47,0.0,10249.41
338,9714,2026-05-28,Delivered,1,12348.24,0.0,12348.24
339,1968,2025-12-04,Delivered,1,6682.81,0.0,6682.81
340,8268,2025-02-28,Delivered,2,2077.59,0.15,4155.18
341,4519,2025-04-24,Returned,1,907.35,0.15,907.35
342,1264,2026-04-26,Delivered,2,4234.53,0.2,8469.06
343,4624,2025-06-08,Delivered,1,10771.3,0.0,10771.3
344,5012,2026-05-31,Returned,3,2993.27,0.2,8979.81
345,966,2026-04-22,Cancelled,1,4926.11,0.25,4926.11
346,4834,2026-01-12,Delivered,1,1984.2,0.2,1984.2
347,306,2025-03-16,Delivered,3,8963.61,0.15,26890.83
348,6656,2025-04-11,Delivered,3,3974.66,0.0,11923.98
349,6180,2026-02-10,Delivered,1,6609.59,0.1,6609.59
350,1223,2025-08-07,Delivered,1,5024.73,0.0,5024.73
351,5717,2025-08-07,Delivered,3,7092.27,0.15,21276.81
352,2661,2025-02-19,Delivered,1,7518.72,0.0,7518.72
353,6460,2025-09-08,Delivered,1,6941.42,0.15,6941.42
354,2365,2025-01-03,Returned,3,3669.53,0.0,11008.59
355,8961,2025-03-19,Delivered,1,7022.47,0.05,7022.47
356,5115,2026-05-17,Delivered,1,6108.37,0.15,6108.37
357,9984,2026-02-16,Returned,1,11915.65,0.0,11915.65
358,800,2026-06-14,Cancelled,1,1066.26,0.15,1066.26
359,8393,2026-05-12,Delivered,1,2515.68,0.05,2515.68
360,565,2026-05-17,Delivered,2,10087.5,0.2,20175.0
361,232,2025-08-10,Cancelled,2,1022.68,0.2,2045.36
362,1689,2025-05-19,Returned,1,6618.72,0.25,6618.72
363,3070,2026-01-09,Cancelled,2,10739.72,0.05,21479.44
364,8976,2025-12-05,Returned,2,3870.66,0.2,7741.32
365,7776,2025-08-24,Delivered,1,5955.01,0.05,5955.01
366,751,2025-09-30,Delivered,2,6302.03,0.1,12604.06
367,9012,2025-04-20,Delivered,3,1533.98,0.15,4601.94
368,2364,2025-09-28,Delivered,1,1458.8,0.1,1458.8
369,9120,2026-06-10,Delivered,1,5128.41,0.15,5128.41
370,2025,2025-08-22,Delivered,1,4607.73,0.15,4607.73
371,6711,2025-10-10,Returned,2,4890.29,0.25,9780.58
372,6269,2026-05-28,Returned,2,3657.85,0.05,7315.7
373,8470,2026-04-11,Delivered,2,2185.56,0.0,4371.12
374,6202,2026-03-08,Delivered,1,6184.53,0.1,6184.53
375,1601,2025-01-03,Cancelled,1,8168.24,0.1,8168.24
376,9961,2026-04-07,Returned,1,12390.52,0.0,12390.52
377,3926,2025-02-11,Delivered,2,1056.61,0.25,2113.22
378,9437,2025-01-19,Delivered,2,7389.24,0.15,14778.48
379,836,2025-07-12,Delivered,1,3317.96,0.0,3317.96
380,9059,2025-08-13,Returned,2,4073.52,0.0,8147.04
381,2902,2025-03-07,Returned,1,3644.03,0.15,3644.03
382,9655,2025-11-22,Returned,2,10230.08,0.1,20460.16
383,7763,2026-05-17,Cancelled,2,2491.44,0.05,4982.88
384,9742,2025-12-26,Delivered,1,10408.92,0.0,10408.92
385,1863,2026-06-08,Delivered,2,10251.7,0.0,20503.4
386,7376,2026-05-03,Cancelled,2,1329.45,0.05,2658.9
387,7425,2026-03-21,Delivered,2,5290.07,0.1,10580.14
388,9003,2025-04-02,Cancelled,1,3432.67,0.2,3432.67
389,7684,2025-12-14,Delivered,2,3888.1,0.05,7776.2
390,910,2025-02-19,Returned,1,12022.89,0.0,12022.89
391,8799,2026-02-26,Delivered,1,8909.84,0.1,8909.84
392,2718,2026-05-02,Delivered,3,6865.29,0.1,20595.87
393,9673,2025-03-07,Delivered,1,3813.29,0.15,3813.29
394,7713,2025-10-04,Delivered,3,3294.06,0.05,9882.18
395,7472,2025-03-11,Cancelled,2,9111.84,0.0,18223.68
396,6419,2025-10-21,Delivered,3,7573.38,0.1,22720.14
397,6755,2025-09-04,Delivered,3,5351.12,0.05,16053.36
398,5658,2026-05-01,Delivered,1,6960.01,0.0,6960.01
399,7837,2025-05-29,Delivered,1,5015.6,0.05,5015.6
400,9220,2026-02-13,Cancelled,2,4018.18,0.1,8036.36
401,1893,2025-12-25,Delivered,1,8698.64,0.15,8698.64
402,8332,2026-02-03,Delivered,2,4204.7,0.0,8409.4
403,7389,2026-06-08,Delivered,3,1500.42,0.1,4501.26
404,5836,2025-04-12,Delivered,1,4192.37,0.15,4192.37
405,9095,2025-01-08,Delivered,3,6005.25,0.05,18015.75
406,9364,2025-12-05,Delivered,1,2061.66,0.25,2061.66
407,4533,2025-03-08,Delivered,2,6674.83,0.0,13349.66
408,681,2025-09-03,Delivered,1,1221.04,0.15,1221.04
409,221,2025-10-12,Delivered,2,1727.64,0.1,3455.28
410,6143,2025-11-30,Delivered,1,900.61,0.15,900.61
411,3368,2025-01-07,Delivered,3,10009.08,0.1,30027.24
412,2242,2025-11-10,Returned,1,4845.63,0.2,4845.63
413,966,2026-03-01,Delivered,1,1457.03,0.05,1457.03
414,2661,2025-01-15,Delivered,1,5022.79,0.1,5022.79
415,6264,2025-08-04,Returned,2,1192.79,0.25,2385.58
416,7947,2025-07-07,Delivered,1,8410.38,0.1,8410.38
417,8348,2025-07-05,Delivered,1,12399.52,0.1,12399.52
418,6607,2025-09-07,Returned,1,4738.34,0.0,4738.34
419,914,2025-03-19,Returned,1,2846.08,0.0,2846.08
420,7011,2025-09-30,Delivered,1,8163.42,0.0,8163.42
421,4275,2025-02-11,Delivered,1,1292.65,0.1,1292.65
422,1300,2025-02-24,Delivered,2,9579.61,0.15,19159.22
423,6727,2025-10-20,Delivered,1,1970.6,0.1,1970.6
424,9566,2026-05-05,Delivered,2,2525.25,0.1,5050.5
