campaign_id,date,spend,impressions,clicks,conversions
5,2025-02-15,2637.26,33237,1725,260
5,2025-02-16,2994.02,37733,1959,295
5,2025-02-17,78.95,995,52,8
5,2025-02-18,1987.06,25042,1300,196
5,2025-02-19,189.31,2386,124,19
5,2025-02-20,15161.06,191070,9919,1492
5,2025-02-21,2490.5,31387,1629,245
5,2025-02-22,7435.45,93707,4865,732
6,2025-05-03,1663.12,7266,138,14
6,2025-05-04,439.72,1921,36,4
6,2025-05-05,16035.96,70055,1326,132
6,2025-05-06,7246.41,31657,599,60
6,2025-05-07,1409.86,6159,117,12
6,2025-05-08,8605.98,37596,712,71
6,2025-05-09,8018.89,35032,663,66
6,2025-05-10,524.37,2291,43,4
6,2025-05-11,1221.87,5338,101,10
6,2025-05-12,2830.98,12368,234,23
6,2025-05-13,8308.33,36296,687,68
6,2025-05-14,680.62,2973,56,6
6,2025-05-15,1635.64,7146,135,13
6,2025-05-16,2573.18,11241,213,21
6,2025-05-17,2358.82,10305,195,19
6,2025-05-18,5472.4,23907,453,45
6,2025-05-19,9118.55,39836,754,75
6,2025-05-20,10269.36,44863,849,85
6,2025-05-21,1819.34,7948,150,15
6,2025-05-22,446.8,1952,37,4
6,2025-05-23,1587.32,6934,131,13
6,2025-05-24,637.17,2784,53,5
6,2025-05-25,2214.71,9675,183,18
6,2025-05-26,3676.1,16060,304,30
6,2025-05-27,1752.24,7655,145,14
6,2025-05-28,2624.7,11466,217,22
6,2025-05-29,14957.0,65342,1237,123
6,2025-05-30,2554.43,11159,211,21
6,2025-05-31,3130.04,13674,259,26
6,2025-06-01,1520.23,6641,126,13
7,2026-02-06,2169.2,40140,1104,159
7,2026-02-07,318.31,5890,162,23
7,2026-02-08,804.25,14882,409,59
7,2026-02-09,788.63,14593,401,58
7,2026-02-10,93.43,1729,48,7
7,2026-02-11,3060.56,56634,1558,224
7,2026-02-12,375.77,6953,191,27
7,2026-02-13,932.89,17263,475,68
7,2026-02-14,4275.13,79108,2176,312
7,2026-02-15,1669.1,30886,849,122
7,2026-02-16,191.74,3548,98,14
7,2026-02-17,319.29,5908,162,23
7,2026-02-18,1276.19,23615,649,93
7,2026-02-19,1271.86,23535,647,93
7,2026-02-20,1547.95,28644,788,113
7,2026-02-21,5.65,105,3,0
7,2026-02-22,998.17,18470,508,73
7,2026-02-23,1067.28,19749,543,78
7,2026-02-24,775.6,14352,395,57
7,2026-02-25,2107.5,38998,1073,154
7,2026-02-26,514.16,9514,262,38
7,2026-02-27,1210.41,22398,616,88
7,2026-02-28,1224.04,22650,623,89
7,2026-03-01,304.29,5631,155,22
7,2026-03-02,2490.91,46093,1268,182
7,2026-03-03,159.65,2954,81,12
7,2026-03-04,455.75,8433,232,33
7,2026-03-05,58.98,1091,30,4
7,2026-03-06,1498.7,27732,763,110
7,2026-03-07,804.22,14881,409,59
8,2025-04-16,1536.14,3681,149,18
8,2025-04-17,9916.05,23763,960,114
8,2025-04-18,2033.88,4874,197,23
8,2025-04-19,6737.2,16145,652,77
8,2025-04-20,1620.11,3882,157,19
8,2025-04-21,510.98,1225,49,6
8,2025-04-22,10066.36,24123,974,115
8,2025-04-23,10375.3,24864,1004,119
8,2025-04-24,4176.45,10008,404,48
8,2025-04-25,10.59,25,1,0
8,2025-04-26,6855.93,16430,664,79
8,2025-04-27,3867.35,9268,374,44
8,2025-04-28,504.41,1209,49,6
8,2025-04-29,1117.24,2677,108,13
8,2025-04-30,3350.56,8029,324,38
8,2025-05-01,5366.45,12860,519,61
8,2025-05-02,1135.83,2722,110,13
8,2025-05-03,4639.82,11119,449,53
8,2025-05-04,3460.45,8293,335,40
8,2025-05-05,5316.01,12739,514,61
8,2025-05-06,831.78,1993,80,10
8,2025-05-07,3234.68,7752,313,37
8,2025-05-08,4190.47,10042,406,48
8,2025-05-09,1750.07,4194,169,20
8,2025-05-10,3611.6,8655,350,41
8,2025-05-11,449.19,1076,43,5
8,2025-05-12,383.05,918,37,4
8,2025-05-13,1572.58,3769,152,18
8,2025-05-14,1888.02,4524,183,22
8,2025-05-15,2312.23,5541,224,26
9,2025-06-06,1011.43,6706,174,5
9,2025-06-07,8427.08,55871,1453,39
9,2025-06-08,5141.77,34090,887,24
9,2025-06-09,18839.19,124904,3248,88
9,2025-06-10,9818.68,65098,1693,46
9,2025-06-11,175.08,1161,30,1
9,2025-06-12,7587.14,50303,1308,35
9,2025-06-13,9853.54,65329,1699,46
9,2025-06-14,11121.1,73733,1917,52
9,2025-06-15,8329.24,55223,1436,39
9,2025-06-16,20793.17,137858,3585,97
9,2025-06-17,1963.69,13019,339,9
9,2025-06-18,1690.48,11208,291,8
9,2025-06-19,302.31,2004,52,1
9,2025-06-20,13047.5,86505,2250,61
9,2025-06-21,31909.21,211558,5502,148
9,2025-06-22,9114.16,60427,1571,42
9,2025-06-23,1219.55,8086,210,6
9,2025-06-24,2339.86,15513,403,11
9,2025-06-25,8770.54,58149,1512,41
9,2025-06-26,4242.4,28127,731,20
9,2025-06-27,6772.14,44899,1168,31
9,2025-06-28,325.28,2157,56,2
9,2025-06-29,13384.51,88739,2308,62
9,2025-06-30,17201.92,114048,2966,80
9,2025-07-01,2196.63,14564,379,10
9,2025-07-02,13719.9,90963,2366,64
9,2025-07-03,32886.28,218035,5670,153
9,2025-07-04,4170.75,27652,719,19
9,2025-07-05,774.18,5133,133,4
10,2025-07-31,3211.37,108018,4193,485
10,2025-08-01,82.17,2764,107,12
10,2025-08-02,359.66,12098,470,54
10,2025-08-03,2858.62,96152,3732,431
10,2025-08-04,355.36,11953,464,54
10,2025-08-05,4617.11,155301,6028,697
10,2025-08-06,9468.33,318476,12361,1429
10,2025-08-07,60.4,2031,79,9
10,2025-08-08,554.18,18640,724,84
10,2025-08-09,1143.71,38470,1493,173
10,2025-08-10,3555.67,119598,4642,537
10,2025-08-11,821.86,27644,1073,124
10,2025-08-12,2099.29,70612,2741,317
10,2025-08-13,27.36,920,36,4
10,2025-08-14,5228.22,175856,6826,789
10,2025-08-15,358.02,12042,467,54
10,2025-08-16,7021.17,236164,9166,1060
10,2025-08-17,683.95,23005,893,103
10,2025-08-18,320.3,10774,418,48
10,2025-08-19,12904.86,434067,16848,1948
10,2025-08-20,858.92,28891,1121,130
10,2025-08-21,1340.05,45074,1749,202
10,2025-08-22,3349.07,112649,4372,505
10,2025-08-23,158.92,5345,207,24
10,2025-08-24,2463.33,82856,3216,372
10,2025-08-25,422.98,14227,552,64
10,2025-08-26,2278.45,76638,2975,344
10,2025-08-27,350.53,11791,458,53
10,2025-08-28,180.31,6065,235,27
10,2025-08-29,828.29,27860,1081,125
11,2025-06-20,11824.25,94386,5899,670
11,2025-06-21,2629.63,20991,1312,149
11,2025-06-22,2139.19,17076,1067,121
11,2025-06-23,9860.68,78712,4919,559
11,2025-06-24,447.73,3574,223,25
11,2025-06-25,6431.24,51337,3209,365
11,2025-06-26,5000.41,39915,2495,283
11,2025-06-27,1732.91,13833,865,98
11,2025-06-28,7621.47,60838,3802,432
11,2025-06-29,8092.62,64599,4037,459
11,2025-06-30,2595.99,20722,1295,147
11,2025-07-01,3989.48,31846,1990,226
11,2025-07-02,2435.12,19438,1215,138
11,2025-07-03,5737.05,45795,2862,325
11,2025-07-04,8092.86,64600,4038,459
11,2025-07-05,29.81,238,15,2
11,2025-07-06,22368.63,178555,11160,1268
11,2025-07-07,2913.4,23256,1453,165
11,2025-07-08,301.54,2407,150,17
11,2025-07-09,1216.81,9713,607,69
11,2025-07-10,5811.29,46388,2899,329
11,2025-07-11,2760.79,22038,1377,157
11,2025-07-12,1363.33,10883,680,77
11,2025-07-13,1700.95,13578,849,96
11,2025-07-14,7483.53,59737,3734,424
11,2025-07-15,9998.69,79814,4988,567
11,2025-07-16,3410.04,27220,1701,193
11,2025-07-17,1591.54,12704,794,90
11,2025-07-18,5001.43,39923,2495,284
11,2025-07-19,6472.14,51663,3229,367
12,2026-01-16,4652.06,35695,1286,32
12,2026-01-17,3779.19,28997,1044,26
12,2026-01-18,16830.5,129139,4651,116
12,2026-01-19,3862.75,29639,1067,27
12,2026-01-20,4329.06,33217,1196,30
12,2026-01-21,10178.04,78095,2813,70
12,2026-01-22,1148.39,8811,317,8
12,2026-01-23,1327.2,10183,367,9
12,2026-01-24,15655.05,120120,4326,108
12,2026-01-25,14933.51,114584,4127,103
12,2026-01-26,2734.5,20982,756,19
12,2026-01-27,7565.99,58053,2091,52
12,2026-01-28,10872.63,83425,3005,75
12,2026-01-29,4877.08,37421,1348,34
12,2026-01-30,6319.36,48488,1746,44
12,2026-01-31,17271.3,132521,4773,119
12,2026-02-01,7161.1,54947,1979,49
12,2026-02-02,4631.34,35536,1280,32
12,2026-02-03,323.41,2482,89,2
12,2026-02-04,4641.84,35616,1283,32
12,2026-02-05,713.45,5474,197,5
12,2026-02-06,3995.04,30654,1104,28
12,2026-02-07,12424.36,95331,3434,86
12,2026-02-08,13154.91,100937,3635,91
12,2026-02-09,2816.71,21612,778,19
12,2026-02-10,2953.09,22659,816,20
12,2026-02-11,6614.4,50752,1828,46
12,2026-02-12,12065.79,92580,3334,83
12,2026-02-13,11032.6,84652,3049,76
12,2026-02-14,646.69,4962,179,4
13,2026-04-13,4485.03,45098,1167,94
13,2026-04-14,6365.16,64003,1656,133
13,2026-04-15,2014.96,20261,524,42
13,2026-04-16,739.24,7433,192,15
13,2026-04-17,14478.34,145582,3766,302
13,2026-04-18,10247.09,103036,2665,214
13,2026-04-19,9660.57,97139,2513,202
13,2026-04-20,5502.4,55328,1431,115
13,2026-04-21,26492.88,266391,6891,553
13,2026-04-22,4806.09,48326,1250,100
13,2026-04-23,18909.33,190137,4919,395
13,2026-04-24,3212.08,32298,835,67
13,2026-04-25,9381.04,94328,2440,196
13,2026-04-26,10828.05,108878,2816,226
13,2026-04-27,665.94,6696,173,14
13,2026-04-28,159.12,1600,41,3
13,2026-04-29,9788.05,98421,2546,204
13,2026-04-30,8594.86,86423,2236,179
13,2026-05-01,21037.41,211535,5472,439
13,2026-05-02,2240.62,22530,583,47
13,2026-05-03,4061.92,40843,1057,85
13,2026-05-04,5670.24,57015,1475,118
13,2026-05-05,271.16,2727,71,6
13,2026-05-06,4936.1,49633,1284,103
13,2026-05-07,6452.82,64884,1678,135
13,2026-05-08,7421.85,74628,1931,155
13,2026-05-09,3633.25,36533,945,76
13,2026-05-10,11317.38,113798,2944,236
13,2026-05-11,11977.83,120439,3116,250
13,2026-05-12,19456.23,195636,5061,406
14,2025-10-05,1004.15,45466,899,27
14,2025-10-06,2905.45,131551,2601,79
14,2025-10-07,292.01,13221,261,8
14,2025-10-08,131.8,5967,118,4
14,2025-10-09,1740.77,78818,1558,47
14,2025-10-10,1088.0,49262,974,29
14,2025-10-11,1099.84,49798,984,30
14,2025-10-12,5326.9,241188,4768,144
14,2025-10-13,1889.57,85555,1691,51
14,2025-10-14,145.34,6580,130,4
14,2025-10-15,0.83,38,1,0
14,2025-10-16,276.26,12508,247,7
14,2025-10-17,3595.54,162797,3218,97
14,2025-10-18,46.44,2103,42,1
14,2025-10-19,3130.44,141738,2802,85
14,2025-10-20,3915.08,177265,3504,106
14,2025-10-21,1034.53,46841,926,28
14,2025-10-22,3265.05,147833,2922,88
14,2025-10-23,222.03,10053,199,6
14,2025-10-24,2301.78,104219,2060,62
14,2025-10-25,110.28,4993,99,3
14,2025-10-26,754.55,34164,675,20
14,2025-10-27,1365.1,61808,1222,37
14,2025-10-28,405.77,18372,363,11
14,2025-10-29,1380.69,62514,1236,37
14,2025-10-30,1904.15,86215,1704,52
14,2025-10-31,745.34,33747,667,20
14,2025-11-01,2109.42,95509,1888,57
14,2025-11-02,217.76,9859,195,6
14,2025-11-03,316.9,14349,284,9
15,2025-10-24,7393.14,29035,1735,112
15,2025-10-25,55.36,217,13,1
15,2025-10-26,13867.77,54462,3255,210
15,2025-10-27,8955.39,35170,2102,136
15,2025-10-28,5580.84,21917,1310,85
15,2025-10-29,572.27,2247,134,9
15,2025-10-30,4072.31,15993,956,62
15,2025-10-31,232.51,913,55,4
15,2025-11-01,2162.97,8495,508,33
15,2025-11-02,4582.04,17995,1075,69
15,2025-11-03,5083.19,19963,1193,77
15,2025-11-04,7970.9,31304,1871,121
15,2025-11-05,13127.4,51555,3081,199
15,2025-11-06,8177.7,32116,1919,124
15,2025-11-07,4879.29,19162,1145,74
15,2025-11-08,2843.52,11167,667,43
15,2025-11-09,738.24,2899,173,11
15,2025-11-10,220.99,868,52,3
15,2025-11-11,2888.31,11343,678,44
15,2025-11-12,2810.89,11039,660,43
15,2025-11-13,34588.16,135836,8117,524
15,2025-11-14,5811.07,22822,1364,88
15,2025-11-15,5059.15,19869,1187,77
15,2025-11-16,7962.71,31272,1869,121
15,2025-11-17,2850.87,11196,669,43
15,2025-11-18,4269.41,16767,1002,65
15,2025-11-19,524.05,2058,123,8
15,2025-11-20,14313.64,56213,3359,217
15,2025-11-21,11021.84,43286,2587,167
15,2025-11-22,3098.18,12167,727,47
16,2026-01-12,7677.71,77432,1872,296
16,2026-01-13,1533.4,15465,374,59
16,2026-01-14,4299.73,43364,1048,166
16,2026-01-15,8594.35,86676,2096,331
16,2026-01-16,21447.55,216304,5230,827
16,2026-01-17,2555.95,25777,623,99
16,2026-01-18,1678.46,16928,409,65
16,2026-01-19,5300.61,53458,1293,204
16,2026-01-20,6553.69,66096,1598,253
16,2026-01-21,4399.55,44371,1073,170
16,2026-01-22,8443.97,85160,2059,326
16,2026-01-23,9199.45,92779,2243,355
16,2026-01-24,3452.01,34814,842,133
16,2026-01-25,10408.22,104970,2538,401
16,2026-01-26,3939.74,39733,961,152
16,2026-01-27,492.65,4969,120,19
16,2026-01-28,4801.98,48429,1171,185
16,2026-01-29,18430.84,185880,4494,711
16,2026-01-30,2276.17,22956,555,88
16,2026-01-31,6730.5,67879,1641,260
16,2026-02-01,10539.8,106297,2570,407
16,2026-02-02,5990.44,60415,1461,231
16,2026-02-03,9853.91,99379,2403,380
16,2026-02-04,2746.51,27699,670,106
16,2026-02-05,14888.36,150153,3631,574
16,2026-02-06,4953.9,49961,1208,191
16,2026-02-07,595.3,6004,145,23
16,2026-02-08,3478.2,35079,848,134
16,2026-02-09,4690.5,47305,1144,181
16,2026-02-10,5687.8,57363,1387,219
17,2025-07-26,542.21,7785,173,26
17,2025-07-27,1866.61,26802,597,91
17,2025-07-28,2055.91,29520,657,100
17,2025-07-29,675.56,9700,216,33
17,2025-07-30,1386.84,19913,443,67
17,2025-07-31,1801.91,25873,576,88
17,2025-08-01,1129.7,16221,361,55
17,2025-08-02,7120.46,102241,2276,346
17,2025-08-03,6047.97,86842,1933,294
17,2025-08-04,400.41,5749,128,19
17,2025-08-05,998.7,14340,319,48
17,2025-08-06,493.56,7087,158,24
17,2025-08-07,2841.02,40794,908,138
17,2025-08-08,149.23,2143,48,7
17,2025-08-09,4399.07,63165,1406,214
17,2025-08-10,3849.16,55269,1230,187
17,2025-08-11,1241.11,17821,397,60
17,2025-08-12,386.74,5553,124,19
17,2025-08-13,4525.39,64979,1447,220
17,2025-08-14,418.07,6003,134,20
17,2025-08-15,3712.71,53310,1187,180
17,2025-08-16,760.93,10926,243,37
17,2025-08-17,4403.79,63233,1408,214
17,2025-08-18,5045.67,72450,1613,245
17,2025-08-19,307.37,4413,98,15
17,2025-08-20,1074.96,15435,344,52
17,2025-08-21,2292.55,32918,733,111
17,2025-08-22,2608.65,37457,834,127
17,2025-08-23,6276.03,90116,2006,305
17,2025-08-24,6454.51,92679,2063,313
18,2025-08-23,263.43,22115,911,107
18,2025-08-24,1688.0,141706,5840,686
18,2025-08-25,2115.42,177587,7318,860
18,2025-08-26,254.11,21333,879,103
18,2025-08-27,761.08,63892,2633,309
18,2025-08-28,383.19,32169,1326,156
18,2025-08-29,1346.89,113070,4660,547
18,2025-08-30,750.19,62977,2595,305
18,2025-08-31,97.96,8224,339,40
18,2025-09-01,1742.6,146289,6029,708
18,2025-09-02,1569.1,131724,5428,638
18,2025-09-03,3523.84,295823,12191,1432
18,2025-09-04,1415.77,118853,4898,575
18,2025-09-05,1989.48,167015,6883,808
18,2025-09-06,928.66,77960,3213,377
18,2025-09-07,38.85,3262,134,16
18,2025-09-08,525.28,44097,1817,213
18,2025-09-09,300.33,25212,1039,122
18,2025-09-10,1693.57,142173,5859,688
18,2025-09-11,592.73,49759,2051,241
18,2025-09-12,1393.56,116988,4821,566
18,2025-09-13,486.91,40876,1684,198
18,2025-09-14,474.37,39823,1641,193
18,2025-09-15,1111.22,93286,3844,452
18,2025-09-16,685.94,57584,2373,279
18,2025-09-17,317.61,26663,1099,129
18,2025-09-18,851.43,71477,2946,346
18,2025-09-19,845.62,70989,2925,344
18,2025-09-20,57.69,4843,200,23
18,2025-09-21,432.73,36328,1497,176
19,2026-05-05,3794.79,34377,1254,93
19,2026-05-06,5278.12,47815,1744,130
19,2026-05-07,5142.65,46588,1699,127
19,2026-05-08,6876.18,62292,2272,169
19,2026-05-09,22187.03,200994,7330,546
19,2026-05-10,41013.45,371545,13550,1010
19,2026-05-11,3679.6,33334,1216,91
19,2026-05-12,2793.77,25309,923,69
19,2026-05-13,6819.13,61775,2253,168
19,2026-05-14,8179.52,74099,2702,201
19,2026-05-15,3684.27,33376,1217,91
19,2026-05-16,377.29,3418,125,9
19,2026-05-17,10128.48,91755,3346,249
19,2026-05-18,18059.84,163606,5967,445
19,2026-05-19,1677.2,15194,554,41
19,2026-05-20,4681.19,42407,1547,115
19,2026-05-21,416.84,3776,138,10
19,2026-05-22,8926.96,80870,2949,220
19,2026-05-23,8205.99,74339,2711,202
19,2026-05-24,2727.68,24710,901,67
19,2026-05-25,5352.43,48488,1768,132
19,2026-05-26,10899.31,98738,3601,268
19,2026-05-27,72.68,658,24,2
19,2026-05-28,7576.64,68637,2503,187
19,2026-05-29,6789.87,61510,2243,167
19,2026-05-30,37909.46,343425,12525,933
19,2026-05-31,8381.43,75928,2769,206
19,2026-06-01,1905.71,17264,630,47
19,2026-06-02,2500.19,22649,826,62
19,2026-06-03,10385.05,94079,3431,256
20,2025-07-18,10460.81,18072,586,46
20,2025-07-19,2775.3,4795,156,12
20,2025-07-20,12897.14,22281,723,57
20,2025-07-21,6113.36,10561,343,27
20,2025-07-22,17771.29,30702,996,78
20,2025-07-23,72.18,125,4,0
20,2025-07-24,5305.12,9165,297,23
20,2025-07-25,815.06,1408,46,4
20,2025-07-26,2165.52,3741,121,10
20,2025-07-27,5669.57,9795,318,25
20,2025-07-28,2087.31,3606,117,9
20,2025-07-29,1504.07,2598,84,7
20,2025-07-30,1244.43,2150,70,5
20,2025-07-31,759.09,1311,43,3
20,2025-08-01,5238.83,9051,294,23
20,2025-08-02,2632.79,4548,148,12
20,2025-08-03,8228.74,14216,461,36
20,2025-08-04,2257.17,3899,126,10
20,2025-08-05,4376.07,7560,245,19
20,2025-08-06,4567.55,7891,256,20
20,2025-08-07,1949.15,3367,109,9
20,2025-08-08,4461.81,7708,250,20
20,2025-08-09,948.24,1638,53,4
20,2025-08-10,376.55,651,21,2
20,2025-08-11,3296.67,5695,185,15
20,2025-08-12,5431.02,9383,304,24
20,2025-08-13,4141.77,7155,232,18
20,2025-08-14,5837.53,10085,327,26
20,2025-08-15,13557.58,23422,760,60
20,2025-08-16,6277.85,10846,352,28
21,2025-05-17,1188.19,71644,3057,92
21,2025-05-18,857.86,51726,2207,67
21,2025-05-19,928.25,55971,2388,72
21,2025-05-20,316.83,19104,815,25
21,2025-05-21,87.81,5295,226,7
21,2025-05-22,895.84,54017,2305,70
21,2025-05-23,1007.35,60740,2592,78
21,2025-05-24,2796.41,168616,7195,217
21,2025-05-25,1910.07,115172,4914,148
21,2025-05-26,2405.78,145062,6190,187
21,2025-05-27,216.61,13061,557,17
21,2025-05-28,21.47,1295,55,2
21,2025-05-29,2260.73,136316,5816,175
21,2025-05-30,115.19,6946,296,9
21,2025-05-31,22.16,1336,57,2
21,2025-06-01,1369.98,82606,3525,106
21,2025-06-02,4297.4,259121,11056,333
21,2025-06-03,667.14,40227,1716,52
21,2025-06-04,1842.16,111077,4739,143
21,2025-06-05,4532.29,273284,11661,352
21,2025-06-06,156.11,9413,402,12
21,2025-06-07,583.36,35175,1501,45
21,2025-06-08,797.95,48114,2053,62
21,2025-06-09,935.14,56387,2406,73
21,2025-06-10,522.39,31499,1344,41
21,2025-06-11,38.92,2347,100,3
21,2025-06-12,2263.57,136487,5824,176
21,2025-06-13,1782.48,107478,4586,138
21,2025-06-14,1760.09,106129,4528,137
21,2025-06-15,438.65,26450,1129,34
22,2025-01-11,923.93,3631,153,11
22,2025-01-12,18576.85,72996,3079,217
22,2025-01-13,9645.72,37902,1599,113
22,2025-01-14,4188.2,16457,694,49
22,2025-01-15,566.87,2227,94,7
22,2025-01-16,6056.97,23800,1004,71
22,2025-01-17,2411.03,9474,400,28
22,2025-01-18,18095.55,71105,2999,212
22,2025-01-19,6865.24,26976,1138,80
22,2025-01-20,1863.97,7324,309,22
22,2025-01-21,10184.48,40019,1688,119
22,2025-01-22,6229.56,24479,1032,73
22,2025-01-23,945.88,3717,157,11
22,2025-01-24,26879.87,105622,4455,315
22,2025-01-25,3778.6,14848,626,44
22,2025-01-26,5998.58,23571,994,70
22,2025-01-27,3159.81,12416,524,37
22,2025-01-28,1873.27,7361,310,22
22,2025-01-29,1614.13,6343,268,19
22,2025-01-30,5523.16,21703,915,65
22,2025-01-31,3164.25,12434,524,37
22,2025-02-01,8718.93,34260,1445,102
22,2025-02-02,888.7,3492,147,10
22,2025-02-03,4938.5,19405,818,58
22,2025-02-04,3325.54,13067,551,39
22,2025-02-05,6355.26,24973,1053,74
