customer_id,signup_date,city,age,gender,acquisition_channel
189,2025-05-11,Noida,31,Male,Affiliate
190,2025-06-14,Kolkata,26,Female,Organic
191,2026-01-08,Gurugram,54,Female,Organic
192,2025-12-10,Hyderabad,37,Male,Organic
193,2025-11-27,Hyderabad,50,Female,Google Ads
194,2025-07-17,Pune,30,Female,Meta Ads
195,2026-06-08,Kolkata,32,Female,Affiliate
196,2025-02-17,Mumbai,32,Male,Influencer
197,2025-07-06,Noida,33,Female,Email
198,2025-03-06,Bengaluru,35,Female,Google Ads
199,2025-07-04,Pune,30,Male,Influencer
200,2026-06-09,Chennai,49,Female,Meta Ads
201,2025-07-19,Chennai,31,Female,Meta Ads
202,2026-05-11,Mumbai,35,Male,Google Ads
203,2025-09-27,Jaipur,50,Male,Google Ads
204,2026-01-17,Delhi,35,Male,Organic
205,2025-09-07,Noida,20,Female,Organic
206,2025-05-25,Delhi,20,Male,Google Ads
207,2026-02-21,Jaipur,35,Female,Google Ads
208,2026-06-13,Noida,43,Male,Email
209,2025-05-24,Pune,53,Female,Meta Ads
210,2026-03-01,Kolkata,24,Female,Meta Ads
211,2025-05-23,Chennai,39,Female,Google Ads
212,2026-01-26,Jaipur,30,Female,Affiliate
213,2025-09-02,Delhi,36,Male,Influencer
214,2026-02-06,Bengaluru,35,Male,Meta Ads
215,2025-05-29,Hyderabad,31,Female,Organic
216,2025-02-13,Pune,20,Male,Affiliate
217,2025-02-22,Pune,22,Female,Google Ads
218,2025-09-01,Hyderabad,38,Female,Influencer
219,2026-05-07,Mumbai,28,Female,Meta Ads
220,2025-03-11,Noida,31,Male,Email
221,2025-09-06,Bengaluru,23,Female,Email
222,2026-01-19,Gurugram,21,Male,Google Ads
223,2025-04-21,Hyderabad,24,Female,Affiliate
224,2026-01-29,Chennai,33,Female,Organic
225,2025-06-16,Hyderabad,25,Female,Google Ads
226,2026-03-17,Hyderabad,28,Female,Email
227,2025-11-12,Delhi,30,Male,Influencer
228,2025-10-26,Pune,30,Female,Affiliate
229,2025-04-07,Bengaluru,20,Female,Organic
230,2025-09-10,Noida,24,Male,Google Ads
231,2026-04-12,Gurugram,54,Female,Meta Ads
232,2025-01-11,Chennai,44,Female,Google Ads
233,2026-02-18,Jaipur,24,Female,Affiliate
234,2025-09-26,Hyderabad,30,Female,Organic
235,2026-01-28,Jaipur,33,Male,Influencer
236,2025-12-28,Noida,52,Female,Google Ads
237,2025-08-24,Gurugram,51,Male,Influencer
238,2025-06-18,Jaipur,47,Female,Influencer
239,2025-12-08,Noida,23,Male,Organic
240,2025-03-18,Pune,37,Female,Affiliate
241,2025-11-15,Gurugram,37,Male,Meta Ads
242,2025-02-21,Mumbai,42,Male,Meta Ads
243,2025-12-21,Bengaluru,50,Male,Google Ads
244,2025-12-09,Mumbai,31,Female,Google Ads
245,2025-02-16,Kolkata,40,Male,Google Ads
246,2026-02-17,Jaipur,29,Male,Organic
247,2025-08-15,Hyderabad,27,Male,Meta Ads
248,2026-03-05,Hyderabad,31,Male,Google Ads
249,2025-01-23,Delhi,46,Female,Google Ads
250,2025-04-08,Gurugram,35,Female,Organic
251,2025-09-27,Delhi,44,Male,Influencer
252,2025-04-13,Kolkata,44,Male,Meta Ads
253,2025-06-29,Gurugram,33,Male,Organic
254,2025-12-27,Mumbai,54,Male,Influencer
255,2025-03-20,Kolkata,21,Male,Organic
256,2026-01-05,Chennai,52,Male,Organic
257,2025-02-26,Pune,20,Male,Organic
258,2025-04-06,Delhi,33,Male,Influencer
259,2025-11-17,Hyderabad,49,Female,Meta Ads
260,2026-03-09,Hyderabad,44,Male,Affiliate
261,2025-04-03,Mumbai,31,Female,Meta Ads
262,2025-06-13,Chennai,51,Female,Google Ads
263,2026-05-20,Jaipur,24,Female,Organic
264,2026-06-24,Gurugram,44,Male,Affiliate
265,2025-11-13,Mumbai,38,Female,Affiliate
266,2025-09-01,Mumbai,27,Female,Influencer
267,2025-07-09,Kolkata,53,Other,Organic
268,2025-11-30,Delhi,47,Female,Email
269,2025-11-19,Kolkata,20,Male,Influencer
270,2025-06-10,Chennai,23,Female,Google Ads
271,2025-01-13,Bengaluru,22,Female,Google Ads
272,2025-03-24,Hyderabad,34,Male,Meta Ads
273,2026-06-07,Kolkata,35,Male,Email
274,2025-08-16,Chennai,46,Female,Organic
275,2025-09-20,Gurugram,44,Male,Affiliate
276,2025-09-12,Delhi,20,Female,Google Ads
277,2026-03-03,Pune,37,Male,Affiliate
278,2025-02-05,Noida,48,Female,Organic
279,2025-02-15,Delhi,52,Male,Influencer
280,2025-05-31,Jaipur,30,Female,Meta Ads
281,2025-09-23,Bengaluru,21,Female,Organic
282,2026-01-01,Pune,25,Female,Organic
283,2025-09-25,Gurugram,32,Male,Email
284,2025-08-29,Noida,35,Male,Google Ads
285,2026-05-27,Delhi,32,Male,Google Ads
286,2025-03-29,Mumbai,23,Male,Google Ads
287,2025-11-08,Delhi,32,Other,Meta Ads
288,2025-10-23,Bengaluru,30,Male,Organic
289,2025-09-16,Mumbai,37,Male,Email
290,2026-03-17,Hyderabad,22,Female,Organic
291,2025-05-26,Hyderabad,48,Male,Google Ads
292,2026-06-04,Mumbai,35,Male,Google Ads
293,2025-06-30,Bengaluru,31,Female,Organic
294,2025-10-25,Delhi,52,Male,Affiliate
295,2025-10-11,Mumbai,46,Female,Organic
296,2026-04-09,Jaipur,24,Female,Organic
297,2025-08-28,Jaipur,25,Male,Influencer
298,2025-06-05,Bengaluru,20,Female,Influencer
299,2025-01-12,Jaipur,40,Female,Organic
300,2025-07-18,Hyderabad,32,Male,Meta Ads
301,2026-03-27,Noida,33,Female,Google Ads
302,2025-01-06,Kolkata,38,Male,Organic
303,2026-05-04,Bengaluru,39,Female,Meta Ads
304,2025-10-23,Pune,20,Female,Google Ads
305,2025-03-18,Pune,23,Male,Google Ads
306,2025-06-14,Mumbai,48,Male,Influencer
307,2025-10-29,Chennai,54,Male,Google Ads
308,2025-06-22,Hyderabad,50,Female,Affiliate
309,2025-03-01,Mumbai,52,Female,Influencer
310,2025-12-29,Gurugram,36,Male,Organic
311,2026-01-02,Chennai,49,Male,Google Ads
312,2025-03-06,Gurugram,51,Female,Affiliate
313,2025-06-03,Noida,52,Male,Organic
314,2025-05-13,Kolkata,25,Male,Meta Ads
315,2025-12-26,Mumbai,25,Male,Organic
316,2026-02-03,Pune,34,Female,Google Ads
317,2026-02-01,Chennai,38,Male,Organic
318,2026-05-27,Kolkata,54,Female,Influencer
319,2026-02-23,Pune,31,Female,Email
320,2025-06-24,Chennai,49,Male,Influencer
321,2025-02-28,Kolkata,51,Female,Meta Ads
322,2025-12-01,Jaipur,54,Male,Affiliate
323,2026-05-15,Delhi,26,Male,Organic
324,2026-06-16,Chennai,28,Female,Google Ads
325,2025-05-06,Noida,27,Male,Influencer
326,2025-05-09,Kolkata,46,Female,Influencer
327,2025-01-21,Delhi,44,Female,Meta Ads
328,2025-03-18,Gurugram,34,Male,Affiliate
329,2025-10-30,Noida,23,Other,Google Ads
330,2025-10-26,Pune,38,Female,Google Ads
331,2025-07-22,Delhi,46,Male,Google Ads
332,2025-06-18,Delhi,37,Female,Meta Ads
333,2026-03-29,Hyderabad,29,Female,Google Ads
334,2025-09-08,Jaipur,41,Male,Google Ads
335,2026-03-17,Hyderabad,43,Male,Influencer
336,2026-06-09,Bengaluru,41,Male,Meta Ads
337,2025-06-22,Pune,51,Male,Affiliate
338,2025-04-21,Hyderabad,31,Male,Google Ads
339,2026-06-04,Mumbai,41,Female,Google Ads
340,2025-12-12,Hyderabad,50,Female,Affiliate
341,2025-06-08,Delhi,27,Female,Meta Ads
342,2025-12-05,Gurugram,30,Male,Meta Ads
343,2025-10-08,Pune,21,Male,Influencer
344,2026-05-09,Mumbai,33,Male,Meta Ads
345,2025-05-20,Delhi,21,Male,Meta Ads
346,2026-06-25,Noida,46,Female,Organic
347,2026-05-26,Kolkata,23,Male,Google Ads
348,2025-04-09,Mumbai,44,Female,Organic
349,2025-03-31,Delhi,40,Male,Meta Ads
350,2025-10-18,Chennai,55,Female,Google Ads
351,2025-01-25,Hyderabad,32,Female,Meta Ads
352,2025-06-12,Bengaluru,32,Female,Meta Ads
353,2025-08-26,Kolkata,28,Female,Organic
354,2026-06-13,Mumbai,39,Female,Influencer
355,2026-06-25,Hyderabad,27,Female,Organic
356,2025-03-24,Chennai,24,Male,Meta Ads
357,2026-05-01,Pune,54,Male,Influencer
358,2025-02-19,Gurugram,44,Female,Affiliate
359,2026-02-12,Pune,24,Male,Google Ads
360,2026-04-06,Chennai,42,Female,Google Ads
361,2026-05-01,Noida,30,Male,Google Ads
362,2025-05-02,Noida,26,Female,Google Ads
363,2026-05-02,Pune,36,Male,Meta Ads
364,2025-03-05,Noida,48,Female,Meta Ads
365,2025-10-10,Kolkata,20,Male,Influencer
366,2025-09-13,Noida,32,Male,Meta Ads
367,2025-06-22,Jaipur,53,Female,Google Ads
368,2025-01-13,Pune,34,Male,Influencer
369,2026-02-25,Bengaluru,23,Male,Email
370,2025-07-02,Gurugram,35,Female,Google Ads
371,2025-12-27,Mumbai,44,Female,Google Ads
372,2025-08-12,Chennai,55,Male,Organic
373,2025-07-23,Chennai,42,Female,Meta Ads
374,2026-04-29,Gurugram,21,Male,Organic
375,2025-02-21,Hyderabad,49,Male,Affiliate
376,2026-02-06,Jaipur,48,Female,Organic
377,2026-02-12,Gurugram,43,Male,Affiliate
378,2025-07-27,Pune,52,Male,Organic
379,2025-05-24,Noida,47,Male,Organic
380,2025-01-03,Kolkata,28,Female,Google Ads
381,2026-05-26,Noida,35,Female,Meta Ads
382,2026-06-01,Gurugram,38,Male,Meta Ads
383,2025-05-12,Bengaluru,37,Female,Email
384,2025-01-18,Mumbai,42,Female,Meta Ads
385,2025-03-08,Noida,45,Male,Organic
386,2025-02-06,Pune,23,Female,Meta Ads
387,2026-03-29,Delhi,40,Male,Email
388,2026-05-02,Jaipur,21,Male,Meta Ads
389,2025-03-25,Delhi,38,Male,Influencer
390,2026-02-11,Mumbai,35,Male,Meta Ads
391,2025-04-08,Jaipur,27,Female,Organic
392,2025-07-20,Noida,55,Female,Organic
393,2025-11-23,Delhi,29,Female,Meta Ads
394,2026-01-28,Chennai,22,Male,Affiliate
395,2026-04-22,Delhi,32,Male,Influencer
396,2025-01-25,Kolkata,47,Male,Organic
397,2025-04-18,Bengaluru,20,Male,Influencer
398,2025-06-02,Kolkata,37,Female,Meta Ads
399,2025-06-19,Gurugram,35,Female,Influencer
400,2026-06-28,Noida,51,Female,Affiliate
401,2026-02-28,Jaipur,20,Female,Organic
402,2025-06-24,Chennai,20,Male,Affiliate
403,2026-06-14,Jaipur,40,Male,Organic
404,2025-09-30,Mumbai,26,Male,Email
405,2025-09-30,Bengaluru,45,Female,Email
406,2025-08-25,Hyderabad,30,Male,Meta Ads
407,2025-03-20,Bengaluru,40,Male,Organic
408,2026-05-25,Gurugram,21,Female,Meta Ads
409,2025-01-08,Mumbai,44,Male,Organic
410,2025-04-05,Pune,38,Female,Email
411,2025-05-06,Delhi,20,Male,Meta Ads
412,2025-06-02,Mumbai,29,Female,Google Ads
413,2025-03-13,Gurugram,22,Male,Meta Ads
414,2025-01-10,Delhi,21,Female,Organic
415,2026-01-05,Noida,45,Female,Meta Ads
416,2026-06-13,Bengaluru,35,Male,Google Ads
417,2025-03-08,Noida,48,Female,Meta Ads
418,2025-06-11,Mumbai,29,Female,Meta Ads
419,2025-10-03,Hyderabad,45,Female,Google Ads
420,2026-05-21,Kolkata,42,Female,Meta Ads
421,2026-01-14,Delhi,43,Female,Organic
422,2026-02-22,Bengaluru,49,Male,Organic
423,2025-11-13,Noida,45,Male,Influencer
424,2025-08-16,Bengaluru,46,Male,Google Ads
425,2025-04-19,Bengaluru,46,Female,Meta Ads
426,2026-04-17,Chennai,36,Female,Google Ads
427,2026-03-15,Bengaluru,46,Female,Organic
428,2025-01-14,Jaipur,50,Male,Google Ads
429,2026-01-25,Noida,46,Female,Google Ads
430,2025-02-15,Delhi,41,Female,Email
431,2026-02-07,Delhi,22,Male,Meta Ads
432,2026-03-27,Mumbai,35,Female,Email
433,2025-03-13,Noida,22,Male,Organic
434,2025-08-25,Delhi,23,Female,Affiliate
435,2025-03-09,Gurugram,33,Male,Meta Ads
436,2025-11-06,Jaipur,36,Female,Meta Ads
437,2026-05-21,Kolkata,38,Male,Email
438,2025-02-14,Delhi,52,Male,Google Ads
439,2025-08-05,Jaipur,47,Female,Google Ads
440,2026-06-15,Gurugram,35,Female,Meta Ads
441,2025-06-14,Bengaluru,32,Male,Google Ads
442,2025-03-14,Mumbai,45,Male,Google Ads
443,2025-09-24,Bengaluru,29,Female,Organic
444,2025-10-05,Chennai,51,Female,Affiliate
445,2025-12-28,Chennai,48,Male,Google Ads
446,2025-06-20,Hyderabad,44,Male,Email
447,2026-06-05,Pune,28,Male,Influencer
448,2025-10-11,Chennai,42,Female,Meta Ads
449,2025-06-06,Noida,49,Female,Organic
450,2026-06-08,Mumbai,22,Female,Google Ads
451,2026-05-20,Noida,26,Male,Influencer
452,2025-09-30,Chennai,38,Female,Google Ads
453,2025-01-14,Bengaluru,32,Male,Meta Ads
454,2025-11-22,Pune,45,Female,Influencer
455,2025-10-30,Hyderabad,34,Male,Organic
456,2025-03-22,Gurugram,55,Male,Google Ads
457,2025-12-12,Noida,30,Male,Affiliate
458,2026-04-04,Jaipur,32,Male,Affiliate
459,2025-02-27,Gurugram,20,Male,Meta Ads
460,2026-01-30,Noida,28,Female,Google Ads
461,2025-03-18,Mumbai,28,Female,Meta Ads
462,2026-02-13,Jaipur,47,Female,Influencer
463,2025-08-17,Gurugram,32,Female,Google Ads
464,2025-01-04,Jaipur,27,Male,Meta Ads
465,2026-06-11,Bengaluru,31,Female,Google Ads
466,2025-04-01,Kolkata,40,Male,Google Ads
467,2025-11-21,Pune,48,Male,Email
468,2025-04-09,Delhi,55,Male,Meta Ads
469,2026-05-24,Hyderabad,21,Male,Google Ads
470,2026-02-07,Bengaluru,50,Female,Google Ads
471,2026-03-15,Gurugram,34,Male,Google Ads
472,2025-08-24,Hyderabad,49,Male,Google Ads
473,2025-09-12,Noida,21,Female,Google Ads
474,2025-12-12,Pune,42,Male,Organic
475,2026-03-04,Kolkata,53,Female,Google Ads
476,2026-04-07,Delhi,21,Male,Meta Ads
477,2025-01-10,Bengaluru,48,Female,Email
478,2025-12-28,Pune,24,Female,Organic
479,2025-03-01,Delhi,55,Male,Organic
480,2025-06-06,Mumbai,46,Female,Influencer
481,2026-03-29,Gurugram,52,Male,Meta Ads
482,2025-05-17,Delhi,52,Male,Google Ads
483,2026-03-11,Kolkata,31,Female,Google Ads
484,2025-09-10,Bengaluru,34,Female,Google Ads
485,2025-05-07,Chennai,44,Male,Influencer
486,2025-07-02,Hyderabad,26,Male,Email
487,2025-10-17,Kolkata,31,Male,Affiliate
488,2026-02-22,Jaipur,23,Female,Influencer
489,2025-11-27,Pune,51,Female,Affiliate
490,2026-05-24,Mumbai,28,Male,Meta Ads
491,2026-04-18,Bengaluru,34,Other,Affiliate
492,2026-02-15,Kolkata,36,Male,Meta Ads
493,2025-11-25,Bengaluru,33,Female,Google Ads
494,2025-06-07,Hyderabad,48,Female,Email
495,2025-08-13,Noida,52,Female,Influencer
496,2025-03-06,Jaipur,40,Male,Affiliate
497,2025-07-23,Pune,50,Male,Meta Ads
498,2026-05-20,Mumbai,23,Male,Affiliate
499,2025-08-21,Hyderabad,54,Female,Meta Ads
500,2025-03-03,Bengaluru,24,Other,Organic
501,2025-12-22,Noida,22,Male,Meta Ads
502,2026-06-09,Kolkata,20,Male,Google Ads
503,2026-04-18,Kolkata,28,Male,Meta Ads
504,2025-05-30,Kolkata,50,Female,Affiliate
505,2025-09-05,Mumbai,30,Female,Influencer
506,2025-10-17,Gurugram,48,Male,Meta Ads
507,2025-05-16,Delhi,35,Female,Google Ads
508,2025-05-27,Chennai,23,Male,Google Ads
509,2025-05-09,Mumbai,37,Female,Organic
510,2026-06-27,Kolkata,28,Male,Email
511,2026-02-11,Kolkata,30,Male,Email
512,2026-04-04,Noida,38,Female,Google Ads
513,2026-03-22,Jaipur,48,Female,Google Ads
514,2026-06-07,Noida,41,Male,Influencer
515,2025-02-27,Bengaluru,28,Female,Email
516,2026-04-26,Bengaluru,45,Female,Google Ads
517,2025-02-06,Jaipur,45,Male,Google Ads
518,2025-09-17,Pune,28,Female,Google Ads
519,2025-11-20,Kolkata,50,Female,Google Ads
520,2025-07-15,Hyderabad,50,Male,Google Ads
521,2025-03-21,Kolkata,41,Female,Organic
522,2025-04-15,Kolkata,30,Female,Meta Ads
523,2026-03-26,Kolkata,32,Male,Meta Ads
524,2025-06-23,Bengaluru,35,Female,Email
525,2025-06-19,Mumbai,26,Male,Meta Ads
526,2026-05-19,Jaipur,31,Female,Meta Ads
527,2025-03-20,Chennai,24,Female,Affiliate
528,2026-05-14,Jaipur,25,Male,Google Ads
529,2026-05-17,Hyderabad,46,Female,Affiliate
530,2025-11-23,Jaipur,24,Male,Meta Ads
531,2025-04-01,Chennai,36,Female,Google Ads
532,2025-03-26,Chennai,35,Female,Google Ads
533,2025-06-05,Noida,21,Male,Organic
534,2025-11-11,Hyderabad,49,Female,Meta Ads
535,2025-03-25,Chennai,55,Male,Organic
536,2025-09-06,Chennai,42,Female,Google Ads
537,2025-03-04,Jaipur,44,Female,Organic
538,2025-10-22,Mumbai,28,Female,Google Ads
539,2025-01-12,Mumbai,50,Male,Google Ads
540,2026-01-22,Jaipur,48,Female,Organic
541,2025-01-31,Jaipur,35,Female,Google Ads
542,2025-04-17,Noida,45,Female,Meta Ads
543,2025-04-06,Mumbai,54,Female,Email
544,2026-03-29,Jaipur,41,Female,Organic
545,2025-01-30,Noida,27,Male,Organic
546,2025-08-22,Chennai,31,Male,Google Ads
547,2025-11-19,Noida,26,Female,Google Ads
548,2025-10-09,Noida,31,Male,Meta Ads
549,2026-01-06,Chennai,52,Female,Google Ads
550,2026-03-14,Pune,26,Female,Meta Ads
551,2025-08-03,Hyderabad,52,Female,Meta Ads
552,2026-03-28,Kolkata,30,Female,Meta Ads
553,2025-06-23,Mumbai,37,Female,Email
554,2026-06-21,Hyderabad,39,Female,Google Ads
