order_id,product_id,quantity,unit_price,discount_pct,revenue,cost,gross_profit
53,40,1,4675.09,0.25,4675.09,4151.65,523.44
54,9,2,14089.55,0.0,28179.1,13511.2,14667.9
55,51,2,7591.05,0.1,15182.1,8479.7,6702.4
56,13,1,7687.29,0.05,7687.29,4955.21,2732.08
57,35,1,10198.64,0.0,10198.64,5273.97,4924.67
58,50,2,1186.93,0.0,2373.86,1556.36,817.5
59,9,1,13441.68,0.05,13441.68,6755.6,6686.08
60,87,3,6112.75,0.15,18338.25,14808.51,3529.74
61,89,1,776.47,0.0,776.47,386.99,389.48
62,9,1,8313.55,0.25,8313.55,6755.6,1557.95
63,20,2,5897.28,0.15,11794.56,9045.94,2748.62
64,31,2,8129.61,0.2,16259.22,10577.84,5681.38
65,69,2,5388.1,0.25,10776.2,11286.66,-510.46
66,4,2,10621.36,0.0,21242.72,10260.5,10982.22
67,76,1,9220.76,0.1,9220.76,6031.16,3189.6
68,61,1,2442.76,0.25,2442.76,1821.68,621.08
69,21,1,3405.45,0.1,3405.45,2461.64,943.81
70,49,2,5306.16,0.2,10612.32,6600.0,4012.32
71,16,1,1421.31,0.15,1421.31,1154.59,266.72
72,28,1,1572.44,0.15,1572.44,1295.9,276.54
73,92,1,4771.02,0.0,4771.02,2366.81,2404.21
74,2,1,9645.44,0.15,9645.44,5444.95,4200.49
75,3,1,8860.58,0.0,8860.58,4653.21,4207.37
76,49,1,4640.47,0.0,4640.47,3300.0,1340.47
77,44,2,4463.0,0.25,8926.0,8949.98,-23.98
78,80,1,10791.5,0.15,10791.5,6339.64,4451.86
79,7,1,5141.72,0.1,5141.72,3624.91,1516.81
80,55,1,1502.42,0.0,1502.42,761.09,741.33
81,43,1,2852.96,0.2,2852.96,2067.42,785.54
82,54,1,1143.22,0.1,1143.22,779.88,363.34
83,20,1,6467.55,0.2,6467.55,4522.97,1944.58
84,93,3,7612.97,0.1,22838.91,14993.43,7845.48
85,92,2,4035.65,0.15,8071.3,4733.62,3337.68
86,58,2,4401.86,0.0,8803.72,5968.52,2835.2
87,32,2,5006.71,0.05,10013.42,8331.16,1682.26
88,29,2,5231.95,0.05,10463.9,8796.88,1667.02
89,80,3,12702.32,0.0,38106.96,19018.92,19088.04
90,18,3,8601.29,0.15,25803.87,16195.65,9608.22
91,38,2,6410.29,0.15,12820.58,11852.5,968.08
92,12,3,9155.82,0.1,27467.46,15293.67,12173.79
93,54,1,1389.39,0.1,1389.39,779.88,609.51
94,46,3,7787.25,0.15,23361.75,16816.26,6545.49
95,68,1,4134.64,0.0,4134.64,2577.34,1557.3
96,85,1,5598.11,0.1,5598.11,4883.02,715.09
97,68,3,4294.21,0.2,12882.63,7732.02,5150.61
98,4,3,6470.87,0.2,19412.61,15390.75,4021.86
99,86,3,2843.32,0.2,8529.96,5120.07,3409.89
100,24,1,6543.9,0.2,6543.9,4227.86,2316.04
101,32,2,6974.86,0.1,13949.72,8331.16,5618.56
102,47,2,6439.81,0.0,12879.62,8992.22,3887.4
103,49,2,6125.87,0.0,12251.74,6600.0,5651.74
104,87,1,6301.3,0.1,6301.3,4936.17,1365.13
105,84,1,334.45,0.1,334.45,258.01,76.44
106,16,3,2061.38,0.1,6184.14,3463.77,2720.37
107,33,2,784.56,0.0,1569.12,1231.44,337.68
108,51,1,6495.54,0.1,6495.54,4239.85,2255.69
109,22,2,1888.73,0.0,3777.46,2485.9,1291.56
110,34,2,5501.78,0.05,11003.56,7702.88,3300.68
111,28,3,1918.63,0.0,5755.89,3887.7,1868.19
112,32,3,6547.46,0.1,19642.38,12496.74,7145.64
113,33,1,815.34,0.15,815.34,615.72,199.62
114,73,1,2890.12,0.2,2890.12,2453.1,437.02
115,16,2,1485.36,0.2,2970.72,2309.18,661.54
116,86,1,2677.68,0.1,2677.68,1706.69,970.99
117,19,1,4377.33,0.0,4377.33,2368.84,2008.49
118,87,1,5760.15,0.15,5760.15,4936.17,823.98
119,6,3,2397.79,0.2,7193.37,6791.19,402.18
120,94,1,7337.74,0.0,7337.74,3597.6,3740.14
121,23,3,7274.57,0.1,21823.71,15763.11,6060.6
122,2,2,8808.42,0.0,17616.84,10889.9,6726.94
123,91,2,6901.5,0.15,13803.0,7878.28,5924.72
124,12,1,7731.41,0.15,7731.41,5097.89,2633.52
125,62,1,3483.61,0.15,3483.61,1944.45,1539.16
126,75,2,1996.08,0.1,3992.16,2181.22,1810.94
127,34,2,5198.85,0.2,10397.7,7702.88,2694.82
128,89,3,603.89,0.2,1811.67,1160.97,650.7
129,81,1,4032.93,0.05,4032.93,3100.56,932.37
130,4,3,7553.92,0.1,22661.76,15390.75,7271.01
131,60,2,8301.96,0.1,16603.92,11136.42,5467.5
132,66,1,1808.57,0.0,1808.57,1320.87,487.7
133,19,1,3028.36,0.25,3028.36,2368.84,659.52
134,83,2,8847.66,0.25,17695.32,11285.78,6409.54
135,63,1,5093.58,0.15,5093.58,4247.82,845.76
136,58,2,4857.09,0.1,9714.18,5968.52,3745.66
137,94,1,6539.86,0.0,6539.86,3597.6,2942.26
138,69,3,9933.62,0.05,29800.86,16929.99,12870.87
139,8,2,7035.92,0.15,14071.84,11640.98,2430.86
140,78,1,2454.92,0.15,2454.92,2187.07,267.85
141,100,2,6451.81,0.15,12903.62,8883.44,4020.18
142,55,2,1107.95,0.0,2215.9,1522.18,693.72
143,43,3,2364.02,0.1,7092.06,6202.26,889.8
144,13,1,6544.48,0.1,6544.48,4955.21,1589.27
145,49,2,5183.5,0.05,10367.0,6600.0,3767.0
146,4,1,7810.21,0.1,7810.21,5130.25,2679.96
147,3,1,5676.51,0.25,5676.51,4653.21,1023.3
148,15,1,4148.52,0.1,4148.52,3189.72,958.8
149,27,1,7678.64,0.25,7678.64,5766.05,1912.59
150,63,1,6537.37,0.0,6537.37,4247.82,2289.55
151,38,1,8266.79,0.15,8266.79,5926.25,2340.54
152,76,2,12199.88,0.0,24399.76,12062.32,12337.44
153,97,1,9093.47,0.2,9093.47,6794.34,2299.13
154,81,1,3937.26,0.1,3937.26,3100.56,836.7
155,74,1,8917.6,0.0,8917.6,4357.9,4559.7
156,58,1,5247.9,0.05,5247.9,2984.26,2263.64
157,94,1,4093.22,0.1,4093.22,3597.6,495.62
158,22,1,2177.02,0.1,2177.02,1242.95,934.07
159,74,1,5740.35,0.05,5740.35,4357.9,1382.45
160,89,2,700.43,0.1,1400.86,773.98,626.88
161,85,2,8340.24,0.2,16680.48,9766.04,6914.44
162,30,2,4705.17,0.15,9410.34,5459.62,3950.72
163,4,1,8788.06,0.2,8788.06,5130.25,3657.81
164,88,2,6039.88,0.0,12079.76,6411.66,5668.1
165,87,1,5793.17,0.2,5793.17,4936.17,857.0
166,64,1,3766.9,0.25,3766.9,3533.46,233.44
167,82,2,5111.65,0.0,10223.3,5405.12,4818.18
168,54,3,1098.34,0.0,3295.02,2339.64,955.38
169,60,2,6440.94,0.25,12881.88,11136.42,1745.46
170,25,2,9448.06,0.0,18896.12,11643.68,7252.44
171,71,2,7397.65,0.0,14795.3,8592.34,6202.96
172,81,1,3974.75,0.25,3974.75,3100.56,874.19
173,78,2,2945.27,0.1,5890.54,4374.14,1516.4
174,3,1,7985.71,0.1,7985.71,4653.21,3332.5
175,6,3,3607.42,0.25,10822.26,6791.19,4031.07
176,85,2,7639.94,0.25,15279.88,9766.04,5513.84
177,25,1,7171.24,0.1,7171.24,5821.84,1349.4
178,64,3,6196.53,0.15,18589.59,10600.38,7989.21
179,94,2,3924.67,0.2,7849.34,7195.2,654.14
180,52,2,1764.25,0.05,3528.5,2614.44,914.06
181,31,1,6594.47,0.1,6594.47,5288.92,1305.55
182,96,1,6111.28,0.0,6111.28,4639.23,1472.05
183,11,1,5204.46,0.0,5204.46,2790.43,2414.03
184,49,1,4783.86,0.0,4783.86,3300.0,1483.86
185,69,1,6887.17,0.2,6887.17,5643.33,1243.84
186,3,1,7262.35,0.05,7262.35,4653.21,2609.14
187,38,2,9383.29,0.1,18766.58,11852.5,6914.08
188,10,2,5426.86,0.15,10853.72,8671.3,2182.42
189,83,3,5529.6,0.25,16588.8,16928.67,-339.87
190,44,1,6424.36,0.0,6424.36,4474.99,1949.37
191,58,1,4818.83,0.1,4818.83,2984.26,1834.57
192,95,1,479.39,0.25,479.39,485.9,-6.51
193,100,1,8718.95,0.05,8718.95,4441.72,4277.23
194,5,2,5283.45,0.2,10566.9,6244.14,4322.76
195,72,2,5293.01,0.1,10586.02,7318.96,3267.06
196,3,1,6422.03,0.1,6422.03,4653.21,1768.82
197,65,3,1249.42,0.1,3748.26,3114.12,634.14
198,99,3,9013.34,0.15,27040.02,18224.25,8815.77
199,50,1,1392.29,0.15,1392.29,778.18,614.11
200,66,3,1788.34,0.0,5365.02,3962.61,1402.41
201,7,2,3877.08,0.15,7754.16,7249.82,504.34
202,3,1,4825.93,0.25,4825.93,4653.21,172.72
203,4,3,8019.0,0.05,24057.0,15390.75,8666.25
204,63,2,6614.67,0.0,13229.34,8495.64,4733.7
205,75,1,1306.44,0.1,1306.44,1090.61,215.83
206,54,1,1439.26,0.1,1439.26,779.88,659.38
207,77,1,8904.79,0.15,8904.79,5267.84,3636.95
208,18,1,8258.65,0.0,8258.65,5398.55,2860.1
209,22,1,2398.08,0.1,2398.08,1242.95,1155.13
210,14,1,2463.12,0.1,2463.12,1920.38,542.74
211,56,2,7343.15,0.0,14686.3,11128.94,3557.36
212,37,1,8296.97,0.0,8296.97,4668.05,3628.92
213,33,1,1189.26,0.1,1189.26,615.72,573.54
214,63,1,7008.26,0.0,7008.26,4247.82,2760.44
215,74,1,8714.21,0.05,8714.21,4357.9,4356.31
216,52,2,2467.87,0.05,4935.74,2614.44,2321.3
217,82,1,4547.63,0.1,4547.63,2702.56,1845.07
218,81,3,5703.86,0.1,17111.58,9301.68,7809.9
219,45,2,8506.15,0.0,17012.3,8399.98,8612.32
220,23,2,7366.24,0.0,14732.48,10508.74,4223.74
221,69,2,10267.83,0.0,20535.66,11286.66,9249.0
222,59,1,11369.84,0.05,11369.84,6510.62,4859.22
223,37,1,6264.53,0.2,6264.53,4668.05,1596.48
224,92,2,3195.77,0.1,6391.54,4733.62,1657.92
225,53,3,9333.49,0.15,28000.47,20915.94,7084.53
226,20,1,5275.17,0.15,5275.17,4522.97,752.2
227,75,1,1971.67,0.1,1971.67,1090.61,881.06
228,47,1,7416.83,0.15,7416.83,4496.11,2920.72
229,13,1,8890.6,0.0,8890.6,4955.21,3935.39
230,66,2,1659.35,0.15,3318.7,2641.74,676.96
231,2,2,6566.79,0.15,13133.58,10889.9,2243.68
232,68,1,4617.2,0.0,4617.2,2577.34,2039.86
233,65,3,1418.53,0.0,4255.59,3114.12,1141.47
234,68,1,3658.93,0.2,3658.93,2577.34,1081.59
235,79,3,4186.72,0.2,12560.16,12498.06,62.1
236,4,2,6982.14,0.25,13964.28,10260.5,3703.78
237,63,2,6418.34,0.0,12836.68,8495.64,4341.04
238,65,3,1914.75,0.05,5744.25,3114.12,2630.13
239,19,1,3505.51,0.1,3505.51,2368.84,1136.67
240,96,1,5999.86,0.1,5999.86,4639.23,1360.63
241,51,1,6575.12,0.0,6575.12,4239.85,2335.27
242,72,1,7031.06,0.1,7031.06,3659.48,3371.58
243,41,2,11552.83,0.0,23105.66,12482.62,10623.04
244,62,1,3720.29,0.05,3720.29,1944.45,1775.84
245,95,2,626.05,0.15,1252.1,971.8,280.3
246,1,1,9854.79,0.25,9854.79,6694.03,3160.76
247,70,1,2656.18,0.1,2656.18,1531.33,1124.85
248,78,2,2159.52,0.25,4319.04,4374.14,-55.1
249,52,3,1915.76,0.1,5747.28,3921.66,1825.62
250,84,3,413.19,0.1,1239.57,774.03,465.54
251,40,2,5862.24,0.05,11724.48,8303.3,3421.18
252,86,1,2490.0,0.2,2490.0,1706.69,783.31
253,34,3,6023.72,0.0,18071.16,11554.32,6516.84
254,55,2,1317.39,0.15,2634.78,1522.18,1112.6
255,14,1,3728.92,0.0,3728.92,1920.38,1808.54
256,9,2,9844.36,0.0,19688.72,13511.2,6177.52
257,71,1,7928.71,0.05,7928.71,4296.17,3632.54
258,34,1,5717.94,0.1,5717.94,3851.44,1866.5
259,54,1,933.47,0.2,933.47,779.88,153.59
260,33,3,871.36,0.05,2614.08,1847.16,766.92
261,8,2,8345.19,0.0,16690.38,11640.98,5049.4
262,68,2,4592.96,0.15,9185.92,5154.68,4031.24
263,41,1,11854.14,0.05,11854.14,6241.31,5612.83
264,88,3,3625.47,0.1,10876.41,9617.49,1258.92
265,77,2,6400.23,0.05,12800.46,10535.68,2264.78
266,94,1,4814.28,0.0,4814.28,3597.6,1216.68
267,15,3,4237.04,0.0,12711.12,9569.16,3141.96
268,39,2,1065.34,0.25,2130.68,1379.76,750.92
269,78,1,2097.99,0.25,2097.99,2187.07,-89.08
270,24,1,7351.59,0.1,7351.59,4227.86,3123.73
271,46,3,8252.42,0.0,24757.26,16816.26,7941.0
272,7,2,4577.82,0.05,9155.64,7249.82,1905.82
273,7,1,4947.63,0.2,4947.63,3624.91,1322.72
274,26,1,10241.17,0.0,10241.17,4832.94,5408.23
275,95,2,536.64,0.2,1073.28,971.8,101.48
276,6,2,3529.36,0.15,7058.72,4527.46,2531.26
277,19,1,3255.64,0.15,3255.64,2368.84,886.8
278,45,2,6962.05,0.0,13924.1,8399.98,5524.12
279,5,1,3402.36,0.15,3402.36,3122.07,280.29
280,14,1,2680.87,0.1,2680.87,1920.38,760.49
281,54,2,1185.26,0.0,2370.52,1559.76,810.76
282,88,1,5445.65,0.05,5445.65,3205.83,2239.82
283,15,1,5290.28,0.05,5290.28,3189.72,2100.56
284,26,3,8148.08,0.15,24444.24,14498.82,9945.42
285,5,3,4839.45,0.0,14518.35,9366.21,5152.14
286,16,3,2274.55,0.0,6823.65,3463.77,3359.88
287,68,1,4924.42,0.0,4924.42,2577.34,2347.08
288,9,2,7575.03,0.15,15150.06,13511.2,1638.86
289,11,1,3059.04,0.25,3059.04,2790.43,268.61
290,15,3,3878.41,0.25,11635.23,9569.16,2066.07
291,97,2,13050.86,0.1,26101.72,13588.68,12513.04
292,97,2,10426.78,0.15,20853.56,13588.68,7264.88
293,82,1,4640.69,0.2,4640.69,2702.56,1938.13
294,16,1,1772.69,0.25,1772.69,1154.59,618.1
295,88,1,4094.7,0.2,4094.7,3205.83,888.87
296,86,1,1729.91,0.2,1729.91,1706.69,23.22
297,67,1,8596.21,0.2,8596.21,5669.55,2926.66
298,70,1,2285.22,0.1,2285.22,1531.33,753.89
299,55,2,1042.07,0.1,2084.14,1522.18,561.96
300,31,1,6974.48,0.2,6974.48,5288.92,1685.56
301,69,2,8910.43,0.2,17820.86,11286.66,6534.2
302,30,3,4468.09,0.1,13404.27,8189.43,5214.84
303,59,1,9952.62,0.15,9952.62,6510.62,3442.0
304,70,1,2655.08,0.15,2655.08,1531.33,1123.75
305,81,2,3866.24,0.1,7732.48,6201.12,1531.36
306,96,1,6869.86,0.2,6869.86,4639.23,2230.63
307,19,1,3316.03,0.0,3316.03,2368.84,947.19
308,6,2,3775.76,0.0,7551.52,4527.46,3024.06
309,14,1,2760.28,0.1,2760.28,1920.38,839.9
310,31,1,6416.98,0.25,6416.98,5288.92,1128.06
311,68,1,3747.03,0.1,3747.03,2577.34,1169.69
312,80,2,10757.97,0.15,21515.94,12679.28,8836.66
313,20,1,7004.72,0.15,7004.72,4522.97,2481.75
314,96,2,7574.76,0.2,15149.52,9278.46,5871.06
315,98,1,3153.42,0.1,3153.42,1748.36,1405.06
316,67,3,9933.7,0.1,29801.1,17008.65,12792.45
317,15,1,3097.37,0.25,3097.37,3189.72,-92.35
318,74,2,5873.83,0.2,11747.66,8715.8,3031.86
319,67,2,11780.23,0.0,23560.46,11339.1,12221.36
320,33,1,942.13,0.2,942.13,615.72,326.41
321,80,2,7168.3,0.25,14336.6,12679.28,1657.32
322,2,1,5323.11,0.25,5323.11,5444.95,-121.84
323,29,2,6275.97,0.15,12551.94,8796.88,3755.06
324,9,2,11227.33,0.1,22454.66,13511.2,8943.46
325,68,1,3308.18,0.05,3308.18,2577.34,730.84
326,73,1,3507.3,0.1,3507.3,2453.1,1054.2
327,96,1,6695.07,0.15,6695.07,4639.23,2055.84
328,50,1,1388.47,0.0,1388.47,778.18,610.29
329,96,2,8242.9,0.1,16485.8,9278.46,7207.34
330,30,1,5230.64,0.1,5230.64,2729.81,2500.83
331,15,1,4750.76,0.05,4750.76,3189.72,1561.04
332,100,3,4707.65,0.25,14122.95,13325.16,797.79
333,12,1,6107.02,0.25,6107.02,5097.89,1009.13
334,84,2,392.06,0.05,784.12,516.02,268.1
335,31,2,7082.88,0.15,14165.76,10577.84,3587.92
336,30,1,3458.25,0.1,3458.25,2729.81,728.44
337,6,3,3416.47,0.0,10249.41,6791.19,3458.22
338,27,1,12348.24,0.0,12348.24,5766.05,6582.19
339,15,1,6682.81,0.0,6682.81,3189.72,3493.09
340,52,2,2077.59,0.15,4155.18,2614.44,1540.74
341,39,1,907.35,0.15,907.35,689.88,217.47
342,30,2,4234.53,0.2,8469.06,5459.62,3009.44
343,2,1,10771.3,0.0,10771.3,5444.95,5326.35
344,82,3,2993.27,0.2,8979.81,8107.68,872.13
345,7,1,4926.11,0.25,4926.11,3624.91,1301.2
346,16,1,1984.2,0.2,1984.2,1154.59,829.61
347,97,3,8963.61,0.15,26890.83,20383.02,6507.81
348,81,3,3974.66,0.0,11923.98,9301.68,2622.3
349,72,1,6609.59,0.1,6609.59,3659.48,2950.11
350,11,1,5024.73,0.0,5024.73,2790.43,2234.3
351,32,3,7092.27,0.15,21276.81,12496.74,8780.07
352,27,1,7518.72,0.0,7518.72,5766.05,1752.67
353,13,1,6941.42,0.15,6941.42,4955.21,1986.21
354,30,3,3669.53,0.0,11008.59,8189.43,2819.16
355,48,1,7022.47,0.05,7022.47,4136.95,2885.52
356,26,1,6108.37,0.15,6108.37,4832.94,1275.43
357,60,1,11915.65,0.0,11915.65,5568.21,6347.44
358,54,1,1066.26,0.15,1066.26,779.88,286.38
359,28,1,2515.68,0.05,2515.68,1295.9,1219.78
360,80,2,10087.5,0.2,20175.0,12679.28,7495.72
361,57,2,1022.68,0.2,2045.36,1865.74,179.62
362,100,1,6618.72,0.25,6618.72,4441.72,2177.0
363,46,2,10739.72,0.05,21479.44,11210.84,10268.6
364,72,2,3870.66,0.2,7741.32,7318.96,422.36
365,64,1,5955.01,0.05,5955.01,3533.46,2421.55
366,7,2,6302.03,0.1,12604.06,7249.82,5354.24
367,42,3,1533.98,0.15,4601.94,3309.99,1291.95
368,42,1,1458.8,0.1,1458.8,1103.33,355.47
369,51,1,5128.41,0.15,5128.41,4239.85,888.56
370,81,1,4607.73,0.15,4607.73,3100.56,1507.17
371,13,2,4890.29,0.25,9780.58,9910.42,-129.84
372,73,2,3657.85,0.05,7315.7,4906.2,2409.5
373,22,2,2185.56,0.0,4371.12,2485.9,1885.22
374,48,1,6184.53,0.1,6184.53,4136.95,2047.58
375,47,1,8168.24,0.1,8168.24,4496.11,3672.13
376,90,1,12390.52,0.0,12390.52,6151.25,6239.27
377,54,2,1056.61,0.25,2113.22,1559.76,553.46
378,56,2,7389.24,0.15,14778.48,11128.94,3649.54
379,78,1,3317.96,0.0,3317.96,2187.07,1130.89
380,30,2,4073.52,0.0,8147.04,5459.62,2687.42
381,19,1,3644.03,0.15,3644.03,2368.84,1275.19
382,27,2,10230.08,0.1,20460.16,11532.1,8928.06
383,70,2,2491.44,0.05,4982.88,3062.66,1920.22
384,56,1,10408.92,0.0,10408.92,5564.47,4844.45
385,46,2,10251.7,0.0,20503.4,11210.84,9292.56
386,42,2,1329.45,0.05,2658.9,2206.66,452.24
387,3,2,5290.07,0.1,10580.14,9306.42,1273.72
388,19,1,3432.67,0.2,3432.67,2368.84,1063.83
389,6,2,3888.1,0.05,7776.2,4527.46,3248.74
390,27,1,12022.89,0.0,12022.89,5766.05,6256.84
391,53,1,8909.84,0.1,8909.84,6971.98,1937.86
392,94,3,6865.29,0.1,20595.87,10792.8,9803.07
393,68,1,3813.29,0.15,3813.29,2577.34,1235.95
394,62,3,3294.06,0.05,9882.18,5833.35,4048.83
395,87,2,9111.84,0.0,18223.68,9872.34,8351.34
396,63,3,7573.38,0.1,22720.14,12743.46,9976.68
397,24,3,5351.12,0.05,16053.36,12683.58,3369.78
398,72,1,6960.01,0.0,6960.01,3659.48,3300.53
399,82,1,5015.6,0.05,5015.6,2702.56,2313.04
400,30,2,4018.18,0.1,8036.36,5459.62,2576.74
401,18,1,8698.64,0.15,8698.64,5398.55,3300.09
402,58,2,4204.7,0.0,8409.4,5968.52,2440.88
403,66,3,1500.42,0.1,4501.26,3962.61,538.65
404,73,1,4192.37,0.15,4192.37,2453.1,1739.27
405,17,3,6005.25,0.05,18015.75,8896.14,9119.61
406,28,1,2061.66,0.25,2061.66,1295.9,765.76
407,63,2,6674.83,0.0,13349.66,8495.64,4854.02
408,50,1,1221.04,0.15,1221.04,778.18,442.86
409,28,2,1727.64,0.1,3455.28,2591.8,863.48
410,55,1,900.61,0.15,900.61,761.09,139.52
411,38,3,10009.08,0.1,30027.24,17778.75,12248.49
412,40,1,4845.63,0.2,4845.63,4151.65,693.98
413,65,1,1457.03,0.05,1457.03,1038.04,418.99
414,30,1,5022.79,0.1,5022.79,2729.81,2292.98
415,54,2,1192.79,0.25,2385.58,1559.76,825.82
416,23,1,8410.38,0.1,8410.38,5254.37,3156.01
417,9,1,12399.52,0.1,12399.52,6755.6,5643.92
418,72,1,4738.34,0.0,4738.34,3659.48,1078.86
419,62,1,2846.08,0.0,2846.08,1944.45,901.63
420,41,1,8163.42,0.0,8163.42,6241.31,1922.11
421,57,1,1292.65,0.1,1292.65,932.87,359.78
422,77,2,9579.61,0.15,19159.22,10535.68,8623.54
423,75,1,1970.6,0.1,1970.6,1090.61,879.99
424,78,2,2525.25,0.1,5050.5,4374.14,676.36
425,86,1,1618.57,0.25,1618.57,1706.69,-88.12
426,69,2,10177.28,0.0,20354.56,11286.66,9067.9
427,20,2,7267.31,0.05,14534.62,9045.94,5488.68
428,46,2,8769.13,0.15,17538.26,11210.84,6327.42
429,68,2,3457.62,0.1,6915.24,5154.68,1760.56
430,48,2,8403.77,0.0,16807.54,8273.9,8533.64
431,36,2,2555.2,0.25,5110.4,4047.64,1062.76
432,49,1,4972.35,0.0,4972.35,3300.0,1672.35
433,24,1,7546.97,0.05,7546.97,4227.86,3319.11
434,5,1,5384.37,0.15,5384.37,3122.07,2262.3
435,72,1,5467.46,0.05,5467.46,3659.48,1807.98
436,90,1,8872.88,0.0,8872.88,6151.25,2721.63
437,52,1,1589.62,0.05,1589.62,1307.22,282.4
438,57,1,1283.8,0.1,1283.8,932.87,350.93
439,90,1,9456.75,0.25,9456.75,6151.25,3305.5
440,62,1,3318.64,0.15,3318.64,1944.45,1374.19
441,25,3,7986.69,0.25,23960.07,17465.52,6494.55
442,41,2,8776.58,0.15,17553.16,12482.62,5070.54
443,18,1,8780.06,0.0,8780.06,5398.55,3381.51
444,46,2,7832.53,0.1,15665.06,11210.84,4454.22
445,51,1,6519.51,0.2,6519.51,4239.85,2279.66
446,32,1,5458.94,0.1,5458.94,4165.58,1293.36
447,79,3,7950.26,0.0,23850.78,12498.06,11352.72
448,99,1,7827.08,0.15,7827.08,6074.75,1752.33
449,52,2,1309.56,0.2,2619.12,2614.44,4.68
450,36,2,2058.68,0.25,4117.36,4047.64,69.72
451,43,1,2808.4,0.15,2808.4,2067.42,740.98
452,6,1,3289.15,0.05,3289.15,2263.73,1025.42
453,65,1,1692.65,0.1,1692.65,1038.04,654.61
454,27,1,6868.03,0.15,6868.03,5766.05,1101.98
455,54,2,971.51,0.15,1943.02,1559.76,383.26
456,73,1,3388.18,0.2,3388.18,2453.1,935.08
457,64,2,6676.45,0.05,13352.9,7066.92,6285.98
458,56,2,9152.37,0.1,18304.74,11128.94,7175.8
459,76,3,9350.61,0.2,28051.83,18093.48,9958.35
460,12,1,8665.89,0.0,8665.89,5097.89,3568.0
461,99,2,8138.97,0.1,16277.94,12149.5,4128.44
462,54,2,1365.99,0.0,2731.98,1559.76,1172.22
463,25,1,8831.88,0.0,8831.88,5821.84,3010.04
464,4,2,9792.27,0.1,19584.54,10260.5,9324.04
465,61,3,2761.42,0.0,8284.26,5465.04,2819.22
466,54,3,1150.54,0.2,3451.62,2339.64,1111.98
467,61,1,2608.55,0.1,2608.55,1821.68,786.87
468,3,1,7009.06,0.15,7009.06,4653.21,2355.85
469,23,1,6141.45,0.1,6141.45,5254.37,887.08
470,67,3,7573.46,0.0,22720.38,17008.65,5711.73
